contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_13_length_166710_cov_38.3494	NODE_13_length_166710_cov_38.3494_4	2570	3325	2104895	3470
NODE_21_length_151497_cov_20.3774	NODE_21_length_151497_cov_20.3774_104	135275	135574	719095	137897
NODE_21_length_151497_cov_20.3774	NODE_21_length_151497_cov_20.3774_104	135275	135574	719095	137897
NODE_73_length_98511_cov_8.73378	NODE_73_length_98511_cov_8.73378_30	36318	37259	1396082	35250
NODE_73_length_98511_cov_8.73378	NODE_73_length_98511_cov_8.73378_30	36318	37259	162371	36263
NODE_73_length_98511_cov_8.73378	NODE_73_length_98511_cov_8.73378_52	60232	61137	280176	59089
NODE_73_length_98511_cov_8.73378	NODE_73_length_98511_cov_8.73378_52	60232	61137	178203	59973
NODE_83_length_89964_cov_8.51872	NODE_83_length_89964_cov_8.51872_53	69110	69985	280176	68398
NODE_83_length_89964_cov_8.51872	NODE_83_length_89964_cov_8.51872_53	69110	69985	162371	69165
NODE_110_length_79774_cov_8.4027	NODE_110_length_79774_cov_8.4027_23	20620	20778	1396082	21908
NODE_150_length_67386_cov_21.2327	NODE_150_length_67386_cov_21.2327_1	1	510	6335814	262
NODE_150_length_67386_cov_21.2327	NODE_150_length_67386_cov_21.2327_1	1	510	283058	429
NODE_150_length_67386_cov_21.2327	NODE_150_length_67386_cov_21.2327_1	1	510	283058	462
NODE_150_length_67386_cov_21.2327	NODE_150_length_67386_cov_21.2327_1	1	510	283058	463
NODE_219_length_50530_cov_7.45799	NODE_219_length_50530_cov_7.45799_30	46052	46924	296594	47055
NODE_219_length_50530_cov_7.45799	NODE_219_length_50530_cov_7.45799_30	46052	46924	601620	47316
NODE_219_length_50530_cov_7.45799	NODE_219_length_50530_cov_7.45799_30	46052	46924	2855392	47931
NODE_366_length_36460_cov_4.57811	NODE_366_length_36460_cov_4.57811_3	2276	4351	1671632	4062
NODE_366_length_36460_cov_4.57811	NODE_366_length_36460_cov_4.57811_3	2276	4351	1671632	4130
NODE_539_length_26466_cov_5.35769	NODE_539_length_26466_cov_5.35769_25	22769	23119	1900010	22192
NODE_539_length_26466_cov_5.35769	NODE_539_length_26466_cov_5.35769_26	23176	23499	1900010	22192
NODE_539_length_26466_cov_5.35769	NODE_539_length_26466_cov_5.35769_24	22500	22703	1900010	22192
NODE_548_length_26106_cov_19.3391	NODE_548_length_26106_cov_19.3391_18	18359	19513	6335885	19326
NODE_548_length_26106_cov_19.3391	NODE_548_length_26106_cov_19.3391_18	18359	19513	6335885	19326
NODE_618_length_23947_cov_7.18303	NODE_618_length_23947_cov_7.18303_18	22773	23945	3511085	22688
NODE_683_length_21992_cov_5.45549	NODE_683_length_21992_cov_5.45549_24	21739	21990	2368696	19828
NODE_796_length_19501_cov_19.6445	NODE_796_length_19501_cov_19.6445_16	19299	19499	2855299	19418
NODE_871_length_18145_cov_3.71288	NODE_871_length_18145_cov_3.71288_14	14107	14586	1589625	13448
NODE_1042_length_15933_cov_13.8152	NODE_1042_length_15933_cov_13.8152_9	10177	10788	4707172	9675
NODE_1201_length_14147_cov_6.43528	NODE_1201_length_14147_cov_6.43528_13	13712	14146	4094786	13140
NODE_1290_length_13421_cov_24.8376	NODE_1290_length_13421_cov_24.8376_13	12761	13420	1671621	13050
NODE_1339_length_12966_cov_4.86539	NODE_1339_length_12966_cov_4.86539_15	12490	12669	4994266	12444
NODE_1583_length_11304_cov_4.81332	NODE_1583_length_11304_cov_4.81332_1	247	702	1240766	385
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_2	275	613	414788	339
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_1	15	278	414788	339
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_3	795	1121	414788	339
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_2	275	613	4729390	385
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_1	15	278	4729390	385
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_3	795	1121	4729390	385
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_2	275	613	159453	1137
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_1	15	278	159453	1137
NODE_2207_length_8512_cov_21.3054	NODE_2207_length_8512_cov_21.3054_3	795	1121	159453	1137
NODE_2238_length_8437_cov_4.50585	NODE_2238_length_8437_cov_4.50585_8	4992	6125	4685991	3846
NODE_2238_length_8437_cov_4.50585	NODE_2238_length_8437_cov_4.50585_8	4992	6125	4685991	3846
NODE_2998_length_6750_cov_3.01673	NODE_2998_length_6750_cov_3.01673_1	2	1570	6335935	647
NODE_2998_length_6750_cov_3.01673	NODE_2998_length_6750_cov_3.01673_1	2	1570	6335935	647
NODE_2998_length_6750_cov_3.01673	NODE_2998_length_6750_cov_3.01673_1	2	1570	6335935	647
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_3	3367	3855	6335814	3207
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_4	3800	4351	6335814	3207
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_3	3367	3855	4729390	3740
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_4	3800	4351	4729390	3740
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_3	3367	3855	472353	4403
NODE_3095_length_6576_cov_28.965	NODE_3095_length_6576_cov_28.965_4	3800	4351	472353	4403
NODE_3796_length_5596_cov_4.78289	NODE_3796_length_5596_cov_4.78289_4	2281	3279	1931824	1902
