contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_13_length_9837_cov_8.06318	NODE_13_length_9837_cov_8.06318_7	3184	3573	1498822	2057
NODE_13_length_9837_cov_8.06318	NODE_13_length_9837_cov_8.06318_7	3184	3573	1498822	2057
NODE_13_length_9837_cov_8.06318	NODE_13_length_9837_cov_8.06318_7	3184	3573	1498822	2269
NODE_13_length_9837_cov_8.06318	NODE_13_length_9837_cov_8.06318_7	3184	3573	1498822	2269
NODE_114_length_4484_cov_6.8415	NODE_114_length_4484_cov_6.8415_5	2688	3209	724629	2768
NODE_114_length_4484_cov_6.8415	NODE_114_length_4484_cov_6.8415_5	2688	3209	724629	2768
NODE_151_length_4028_cov_3.889	NODE_151_length_4028_cov_3.889_3	1325	1690	4484092	3948
NODE_399_length_2749_cov_3.45917	NODE_399_length_2749_cov_3.45917_5	1795	2748	4484491	1715
NODE_399_length_2749_cov_3.45917	NODE_399_length_2749_cov_3.45917_5	1795	2748	4484491	1715
NODE_1050_length_1769_cov_7.44924	NODE_1050_length_1769_cov_7.44924_2	535	867	351247	989
NODE_1107_length_1730_cov_4.25612	NODE_1107_length_1730_cov_4.25612_2	453	1730	1754949	1378
NODE_1107_length_1730_cov_4.25612	NODE_1107_length_1730_cov_4.25612_2	453	1730	1754949	1378
NODE_1107_length_1730_cov_4.25612	NODE_1107_length_1730_cov_4.25612_2	453	1730	1754949	1378
NODE_1263_length_1630_cov_7.48762	NODE_1263_length_1630_cov_7.48762_3	408	935	204882	686
NODE_1263_length_1630_cov_7.48762	NODE_1263_length_1630_cov_7.48762_2	160	411	204882	686
NODE_1263_length_1630_cov_7.48762	NODE_1263_length_1630_cov_7.48762_3	408	935	193096	1030
NODE_1263_length_1630_cov_7.48762	NODE_1263_length_1630_cov_7.48762_2	160	411	193096	1030
NODE_1267_length_1629_cov_6.21728	NODE_1267_length_1629_cov_6.21728_1	2	1504	1306569	812
NODE_1267_length_1629_cov_6.21728	NODE_1267_length_1629_cov_6.21728_1	2	1504	1306569	812
NODE_1267_length_1629_cov_6.21728	NODE_1267_length_1629_cov_6.21728_1	2	1504	1306569	812
NODE_1335_length_1597_cov_15.1336	NODE_1335_length_1597_cov_15.1336_2	783	1379	870281	1262
NODE_1335_length_1597_cov_15.1336	NODE_1335_length_1597_cov_15.1336_1	229	579	870281	1262
NODE_1335_length_1597_cov_15.1336	NODE_1335_length_1597_cov_15.1336_2	783	1379	4146094	1447
NODE_1335_length_1597_cov_15.1336	NODE_1335_length_1597_cov_15.1336_1	229	579	4146094	1447
NODE_1543_length_1491_cov_3.5383	NODE_1543_length_1491_cov_3.5383_1	226	1491	80642	1285
NODE_1543_length_1491_cov_3.5383	NODE_1543_length_1491_cov_3.5383_1	226	1491	80642	1285
NODE_1756_length_1399_cov_11.6533	NODE_1756_length_1399_cov_11.6533_2	1155	1397	2289045	942
NODE_1825_length_1375_cov_9.89242	NODE_1825_length_1375_cov_9.89242_1	1	894	438617	468
NODE_1825_length_1375_cov_9.89242	NODE_1825_length_1375_cov_9.89242_2	1087	1374	438617	468
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	352949	1059
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	352949	1059
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	352949	1059
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1216
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1216
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1216
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1265
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1265
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	275048	1265
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	1306563	1290
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	1306563	1290
NODE_1880_length_1357_cov_27.1882	NODE_1880_length_1357_cov_27.1882_1	35	1291	1306563	1290
NODE_1927_length_1342_cov_6.15929	NODE_1927_length_1342_cov_6.15929_1	459	809	2284597	4
NODE_1927_length_1342_cov_6.15929	NODE_1927_length_1342_cov_6.15929_1	459	809	6055073	38
NODE_1933_length_1341_cov_8.06299	NODE_1933_length_1341_cov_8.06299_3	701	1162	47503	614
NODE_1933_length_1341_cov_8.06299	NODE_1933_length_1341_cov_8.06299_3	701	1162	47503	773
