contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_61_length_50011_cov_8.60924	NODE_61_length_50011_cov_8.60924_34	28390	29139	120567	28584
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	4938129	1
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	10272	76
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	213787	531
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	19938	1198
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	18453	2294
NODE_105_length_38284_cov_113.393	NODE_105_length_38284_cov_113.393_1	3	1697	39804	2464
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	63825	12799
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	31396	13880
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	54972	13966
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	2763850	13976
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	3634748	14494
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	50292	14557
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	93496	14754
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	212719	15225
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	346309	15658
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	1908356	15831
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	1908356	16053
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	48534	16648
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	751215	16713
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	1196675	16792
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	1601327	16962
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	253166	17214
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	732210	17474
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	10661	17489
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	2334957	17502
NODE_141_length_34043_cov_61.6137	NODE_141_length_34043_cov_61.6137_11	14855	15199	10661	17563
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	212832	27087
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	418400	28150
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	68418	28253
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	384531	28477
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	1601948	29258
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	253150	29699
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	2878432	29945
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	237674	30847
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	1602278	31000
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	139207	31040
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	48650	31258
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	1602278	31288
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	2338786	31489
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	659914	31945
NODE_156_length_32197_cov_34.3372	NODE_156_length_32197_cov_34.3372_26	29537	29836	82245	31974
NODE_166_length_31143_cov_8.54574	NODE_166_length_31143_cov_8.54574_16	20373	20828	4033732	20223
