contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	62983	20376
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	62983	20376
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	193898	21034
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	193898	21034
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4048643	21053
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4048643	21053
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4894674	21106
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4894674	21106
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4048643	21160
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4048643	21160
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4894674	21168
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	4894674	21168
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	658773	21189
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	658773	21189
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	410510	21615
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	410510	21615
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	2584322	21814
NODE_108_length_22075_cov_18.3671	NODE_108_length_22075_cov_18.3671_16	20708	21940	2584322	21814
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	47490	11782
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	47490	11782
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_14	13843	14568	6284570	14431
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	6284570	14431
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	6284570	14431
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_14	13843	14568	6284570	14431
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_14	13843	14568	665616	15547
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	665616	15547
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_13	13324	13824	665616	15547
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_14	13843	14568	665616	15547
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_20	19798	20043	354544	17481
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_20	19798	20043	40811	19228
NODE_133_length_20045_cov_7.94887	NODE_133_length_20045_cov_7.94887_20	19798	20043	87557	19495
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	1327731	6546
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	658688	6586
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	498894	6627
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	48362	7571
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	63115	7851
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	23391	7950
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	134400	8853
NODE_249_length_15419_cov_19.7896	NODE_249_length_15419_cov_19.7896_9	6767	7750	349437	9441
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	4050844	9404
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	57698	9491
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	6055971	9644
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	678398	9705
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	6283991	10237
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	1928890	10260
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	119840	10317
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	1494570	10405
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	2083042	10959
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	62730	11342
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	918435	12549
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	756547	13039
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	334936	13163
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	3479294	13447
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	659274	13770
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	1624516	13882
NODE_257_length_15001_cov_15.4779	NODE_257_length_15001_cov_15.4779_8	11448	11996	1624516	14021
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	43140	11960
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	2794564	12069
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	41227	12301
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	407830	12505
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	208498	13007
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	37113	13211
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	31202	13835
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	19437	14241
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	52666	14342
NODE_267_length_14551_cov_33.8584	NODE_267_length_14551_cov_33.8584_14	14382	14549	28750	14478
NODE_275_length_14283_cov_12.2365	NODE_275_length_14283_cov_12.2365_10	5643	5963	1625965	3597
NODE_275_length_14283_cov_12.2365	NODE_275_length_14283_cov_12.2365_10	5643	5963	662462	4981
NODE_275_length_14283_cov_12.2365	NODE_275_length_14283_cov_12.2365_10	5643	5963	662462	5077
NODE_275_length_14283_cov_12.2365	NODE_275_length_14283_cov_12.2365_10	5643	5963	4897776	5209
NODE_275_length_14283_cov_12.2365	NODE_275_length_14283_cov_12.2365_10	5643	5963	692146	5320
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	95122	6025
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	253495	6493
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	1000982	6784
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	4053650	6911
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	27204	6927
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	40256	7288
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	2133988	7415
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	188578	7458
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	188578	7495
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	2133988	7569
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	178969	7917
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	351437	7934
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	1625839	7999
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	698138	8029
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	152904	8064
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	191994	8265
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	590572	8278
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	6562	8290
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	492840	8307
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	767313	8328
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	590572	8395
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	120227	8433
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	3476568	8538
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	13833	9026
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	164284	9431
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	164284	9527
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	122621	9568
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	263004	9683
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	15673	10386
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	4858292	10579
NODE_279_length_14063_cov_73.1848	NODE_279_length_14063_cov_73.1848_10	7935	8447	498173	10613
NODE_331_length_12900_cov_9.39774	NODE_331_length_12900_cov_9.39774_3	1496	1927	4894953	2461
NODE_331_length_12900_cov_9.39774	NODE_331_length_12900_cov_9.39774_3	1496	1927	23161	2697
NODE_331_length_12900_cov_9.39774	NODE_331_length_12900_cov_9.39774_3	1496	1927	2793597	3124
NODE_340_length_12724_cov_13.1323	NODE_340_length_12724_cov_13.1323_7	5666	6139	498680	3565
NODE_340_length_12724_cov_13.1323	NODE_340_length_12724_cov_13.1323_7	5666	6139	498680	3565
