contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	23539	6323
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	23539	6526
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	89960	6535
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	157624	6630
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	2353416	6751
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	2353416	6864
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	192413	6944
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	192413	7143
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	196406	7314
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	28585	7351
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	39763	7585
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_6	6279	7514	19671	8086
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	2284209	58555
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	156249	59105
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	62916	59246
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	157296	59705
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	674383	60293
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	678055	60548
NODE_1_length_689744_cov_42.4004	NODE_1_length_689744_cov_42.4004_39	59108	59620	678055	60669
NODE_7_length_174870_cov_17.5436	NODE_7_length_174870_cov_17.5436_192	138385	139674	152910	138751
NODE_7_length_174870_cov_17.5436	NODE_7_length_174870_cov_17.5436_192	138385	139674	152910	138751
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	64013	3929
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	1145718	3943
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	1168862	3949
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	310273	4566
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	32031	4600
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	9634	5051
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	267306	5155
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	413790	5764
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	120227	6071
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	130470	6109
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	130470	6197
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	1667586	6318
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	1667586	6366
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	68549	6651
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	949518	7305
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	949518	7331
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	949518	7390
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	1000982	7531
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	153589	7596
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	40332	7640
NODE_35_length_47077_cov_140.535	NODE_35_length_47077_cov_140.535_11	6119	6631	310168	8757
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_25	17364	20249	14553	17847
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_25	17364	20249	72765	18958
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_25	17364	20249	28846	19051
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_27	21073	24078	4468064	22504
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_27	21073	24078	3599269	22845
NODE_36_length_46772_cov_96.8472	NODE_36_length_46772_cov_96.8472_27	21073	24078	14257	23478
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2103015	11638
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2103015	11638
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	47388	11763
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	47388	11763
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2103015	11765
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2103015	11765
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1280028	11836
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1280028	11836
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	11838
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	11838
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	11873
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	11873
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	485880	11907
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	485880	11907
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	670197	12026
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	670197	12026
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	12071
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1646150	12071
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2851597	12108
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	2851597	12108
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	6735	12202
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	6735	12202
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1668597	14647
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1668597	14647
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1668597	14660
NODE_40_length_45180_cov_105.28	NODE_40_length_45180_cov_105.28_11	12626	13576	1668597	14660
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	4896324	33390
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	4896324	33390
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	4896324	33390
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	104672	34411
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	104672	34411
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	104672	34411
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	4956221	34425
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	4956221	34425
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	4956221	34425
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	1114877	35092
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	1114877	35092
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	1114877	35092
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	9281	35114
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	9281	35114
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	9281	35114
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_32	34330	34692	2850230	35171
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	2850230	35171
NODE_67_length_35593_cov_11.5041	NODE_67_length_35593_cov_11.5041_33	34833	35591	2850230	35171
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	2214995	20489
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	2214995	20489
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	67607	21016
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	67607	21016
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	4985537	21755
NODE_110_length_27741_cov_21.6898	NODE_110_length_27741_cov_21.6898_23	19134	20330	4985537	21755
