contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_32_length_135294_cov_14.724	NODE_32_length_135294_cov_14.724_84	95488	95769	73275	95703
NODE_48_length_112784_cov_34.8211	NODE_48_length_112784_cov_34.8211_94	111532	111870	1671976	110214
NODE_56_length_106156_cov_20.034	NODE_56_length_106156_cov_20.034_25	24938	25942	952946	24140
NODE_56_length_106156_cov_20.034	NODE_56_length_106156_cov_20.034_25	24938	25942	952946	24247
NODE_73_length_93536_cov_36.3509	NODE_73_length_93536_cov_36.3509_79	90559	91374	1081777	89450
NODE_73_length_93536_cov_36.3509	NODE_73_length_93536_cov_36.3509_79	90559	91374	1954732	92898
NODE_94_length_82987_cov_12.8633	NODE_94_length_82987_cov_12.8633_66	77644	77901	2855546	77416
NODE_113_length_76713_cov_6.31384	NODE_113_length_76713_cov_6.31384_27	29312	33553	3981493	31542
NODE_138_length_68637_cov_16.1813	NODE_138_length_68637_cov_16.1813_41	37774	38946	1380817	37606
NODE_138_length_68637_cov_16.1813	NODE_138_length_68637_cov_16.1813_41	37774	38946	1380817	37606
NODE_143_length_67578_cov_25.3778	NODE_143_length_67578_cov_25.3778_43	44354	45439	398059	43125
NODE_143_length_67578_cov_25.3778	NODE_143_length_67578_cov_25.3778_43	44354	45439	3767842	44860
NODE_152_length_66330_cov_35.5666	NODE_152_length_66330_cov_35.5666_51	58377	59990	4995744	58311
NODE_152_length_66330_cov_35.5666	NODE_152_length_66330_cov_35.5666_51	58377	59990	4995744	58311
NODE_152_length_66330_cov_35.5666	NODE_152_length_66330_cov_35.5666_51	58377	59990	4995744	58311
NODE_152_length_66330_cov_35.5666	NODE_152_length_66330_cov_35.5666_51	58377	59990	4995744	58311
NODE_245_length_51397_cov_10.9223	NODE_245_length_51397_cov_10.9223_15	14278	15468	558885	14920
NODE_245_length_51397_cov_10.9223	NODE_245_length_51397_cov_10.9223_15	14278	15468	558885	14920
NODE_304_length_44077_cov_5.1437	NODE_304_length_44077_cov_5.1437_35	32773	33777	4995843	35203
NODE_304_length_44077_cov_5.1437	NODE_304_length_44077_cov_5.1437_35	32773	33777	4995843	35203
NODE_355_length_39370_cov_7.83006	NODE_355_length_39370_cov_7.83006_26	25985	26824	2207646	27938
NODE_372_length_38396_cov_27.4536	NODE_372_length_38396_cov_27.4536_30	29974	31020	3767842	30702
NODE_463_length_32193_cov_10.8228	NODE_463_length_32193_cov_10.8228_33	31199	32191	97035	30296
NODE_477_length_31489_cov_40.1793	NODE_477_length_31489_cov_40.1793_22	23446	24345	1039847	25307
NODE_497_length_30384_cov_7.41686	NODE_497_length_30384_cov_7.41686_2	1051	2205	6336679	829
NODE_497_length_30384_cov_7.41686	NODE_497_length_30384_cov_7.41686_2	1051	2205	6336679	829
NODE_505_length_30146_cov_10.3415	NODE_505_length_30146_cov_10.3415_27	26762	27916	746940	27476
NODE_505_length_30146_cov_10.3415	NODE_505_length_30146_cov_10.3415_27	26762	27916	746940	27476
NODE_643_length_25426_cov_8.31189	NODE_643_length_25426_cov_8.31189_20	24067	24657	2856067	24978
NODE_643_length_25426_cov_8.31189	NODE_643_length_25426_cov_8.31189_21	24777	25337	2856067	24978
NODE_723_length_23249_cov_21.1397	NODE_723_length_23249_cov_21.1397_6	2704	3621	4095322	4888
NODE_723_length_23249_cov_21.1397	NODE_723_length_23249_cov_21.1397_6	2704	3621	4095322	4888
NODE_724_length_23233_cov_38.4088	NODE_724_length_23233_cov_38.4088_1	216	479	77866	528
NODE_750_length_22391_cov_15.8479	NODE_750_length_22391_cov_15.8479_19	21980	22363	4995764	21084
NODE_792_length_21445_cov_16.5107	NODE_792_length_21445_cov_16.5107_19	18217	19230	785966	19348
NODE_792_length_21445_cov_16.5107	NODE_792_length_21445_cov_16.5107_19	18217	19230	785966	19348
NODE_820_length_20718_cov_18.4649	NODE_820_length_20718_cov_18.4649_9	5806	6090	4095222	5571
NODE_820_length_20718_cov_18.4649	NODE_820_length_20718_cov_18.4649_11	7050	7454	4095222	5571
NODE_820_length_20718_cov_18.4649	NODE_820_length_20718_cov_18.4649_10	6523	7053	4095222	5571
NODE_912_length_19210_cov_6.74837	NODE_912_length_19210_cov_6.74837_1	187	1032	4995710	1573
NODE_912_length_19210_cov_6.74837	NODE_912_length_19210_cov_6.74837_2	998	1852	4995710	1573
NODE_912_length_19210_cov_6.74837	NODE_912_length_19210_cov_6.74837_1	187	1032	4995710	1573
NODE_991_length_18029_cov_6.67631	NODE_991_length_18029_cov_6.67631_1	1	915	646617	1141
NODE_1007_length_17844_cov_6.87768	NODE_1007_length_17844_cov_6.87768_10	9293	10987	6336725	8996
NODE_1104_length_16439_cov_18.0104	NODE_1104_length_16439_cov_18.0104_13	14022	15140	2368958	14087
