contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_2_length_335501_cov_17.9826	NODE_2_length_335501_cov_17.9826_72	77050	77964	2174729	79327
NODE_3_length_334787_cov_98.4239	NODE_3_length_334787_cov_98.4239_19	21279	21965	4311122	19569
NODE_12_length_266591_cov_18.0669	NODE_12_length_266591_cov_18.0669_155	155012	155821	2190705	156592
NODE_12_length_266591_cov_18.0669	NODE_12_length_266591_cov_18.0669_156	155824	156423	2190705	156592
NODE_17_length_255858_cov_12.9627	NODE_17_length_255858_cov_12.9627_172	181416	182468	1556777	180937
NODE_17_length_255858_cov_12.9627	NODE_17_length_255858_cov_12.9627_172	181416	182468	3065418	182609
NODE_17_length_255858_cov_12.9627	NODE_17_length_255858_cov_12.9627_172	181416	182468	5617053	182867
NODE_28_length_183652_cov_36.157	NODE_28_length_183652_cov_36.157_50	62643	63581	1487886	63787
NODE_28_length_183652_cov_36.157	NODE_28_length_183652_cov_36.157_51	64253	65287	1487886	63787
NODE_28_length_183652_cov_36.157	NODE_28_length_183652_cov_36.157_50	62643	63581	117347	63864
NODE_28_length_183652_cov_36.157	NODE_28_length_183652_cov_36.157_51	64253	65287	117347	63864
NODE_38_length_166360_cov_9.30293	NODE_38_length_166360_cov_9.30293_49	43102	44514	2314933	43075
NODE_38_length_166360_cov_9.30293	NODE_38_length_166360_cov_9.30293_49	43102	44514	2314933	43075
NODE_38_length_166360_cov_9.30293	NODE_38_length_166360_cov_9.30293_49	43102	44514	2314933	43075
NODE_48_length_152535_cov_23.7375	NODE_48_length_152535_cov_23.7375_57	75597	76538	5616187	74960
NODE_49_length_151822_cov_29.751	NODE_49_length_151822_cov_29.751_19	27886	28818	74302	29373
NODE_73_length_123090_cov_15.8764	NODE_73_length_123090_cov_15.8764_16	23763	24731	6627467	26439
NODE_118_length_97718_cov_6.26988	NODE_118_length_97718_cov_6.26988_56	54837	55445	5343336	57345
NODE_127_length_94897_cov_23.0441	NODE_127_length_94897_cov_23.0441_92	90259	91035	3760852	89539
NODE_127_length_94897_cov_23.0441	NODE_127_length_94897_cov_23.0441_92	90259	91035	3760852	89826
