contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_1_length_485485_cov_35.3058	NODE_1_length_485485_cov_35.3058_190	212183	216403	4766950	214099
NODE_1_length_485485_cov_35.3058	NODE_1_length_485485_cov_35.3058_356	389788	390621	3513139	389731
NODE_2_length_398522_cov_40.3695	NODE_2_length_398522_cov_40.3695_242	285259	286116	1575635	284213
NODE_8_length_201037_cov_50.8579	NODE_8_length_201037_cov_50.8579_10	6931	7842	1446410	6863
NODE_8_length_201037_cov_50.8579	NODE_8_length_201037_cov_50.8579_195	187745	189127	310325	186627
NODE_8_length_201037_cov_50.8579	NODE_8_length_201037_cov_50.8579_195	187745	189127	310325	186627
NODE_17_length_150909_cov_35.6974	NODE_17_length_150909_cov_35.6974_41	46378	47226	533622	47723
NODE_29_length_119933_cov_50.2268	NODE_29_length_119933_cov_50.2268_11	8489	8791	649168	6314
NODE_29_length_119933_cov_50.2268	NODE_29_length_119933_cov_50.2268_7	5179	5481	649168	6314
NODE_30_length_119556_cov_34.4929	NODE_30_length_119556_cov_34.4929_31	35354	36952	4003188	36927
NODE_30_length_119556_cov_34.4929	NODE_30_length_119556_cov_34.4929_31	35354	36952	4003188	36927
NODE_49_length_102661_cov_34.798	NODE_49_length_102661_cov_34.798_56	85667	87343	4003616	87674
NODE_49_length_102661_cov_34.798	NODE_49_length_102661_cov_34.798_56	85667	87343	4003616	87674
NODE_67_length_86299_cov_47.7105	NODE_67_length_86299_cov_47.7105_5	4218	5165	248744	4382
NODE_67_length_86299_cov_47.7105	NODE_67_length_86299_cov_47.7105_5	4218	5165	1446410	4635
NODE_67_length_86299_cov_47.7105	NODE_67_length_86299_cov_47.7105_5	4218	5165	1048096	6668
NODE_75_length_81839_cov_42.7831	NODE_75_length_81839_cov_42.7831_61	72792	73625	3528629	73616
NODE_250_length_45892_cov_39.9095	NODE_250_length_45892_cov_39.9095_14	10703	11500	1337912	9497
NODE_250_length_45892_cov_39.9095	NODE_250_length_45892_cov_39.9095_36	31020	31418	75449	31687
NODE_253_length_45570_cov_31.9344	NODE_253_length_45570_cov_31.9344_11	14330	14539	4766741	13418
NODE_253_length_45570_cov_31.9344	NODE_253_length_45570_cov_31.9344_11	14330	14539	4766741	13865
NODE_257_length_45021_cov_41.7327	NODE_257_length_45021_cov_41.7327_2	428	736	1575245	1334
NODE_257_length_45021_cov_41.7327	NODE_257_length_45021_cov_41.7327_1	235	480	1575245	1334
NODE_266_length_43958_cov_6.16525	NODE_266_length_43958_cov_6.16525_28	31976	32242	3010494	30359
NODE_290_length_41854_cov_44.0458	NODE_290_length_41854_cov_44.0458_29	30820	31215	3776672	29842
NODE_290_length_41854_cov_44.0458	NODE_290_length_41854_cov_44.0458_29	30820	31215	1338180	31211
NODE_537_length_30068_cov_34.7972	NODE_537_length_30068_cov_34.7972_26	29348	29677	5523714	29832
NODE_552_length_29493_cov_21.8948	NODE_552_length_29493_cov_21.8948_17	17074	18267	3774718	16397
NODE_552_length_29493_cov_21.8948	NODE_552_length_29493_cov_21.8948_17	17074	18267	3774718	16397
NODE_552_length_29493_cov_21.8948	NODE_552_length_29493_cov_21.8948_17	17074	18267	161015	18780
NODE_552_length_29493_cov_21.8948	NODE_552_length_29493_cov_21.8948_17	17074	18267	161015	18780
NODE_693_length_25995_cov_6.42737	NODE_693_length_25995_cov_6.42737_18	19300	19830	4766810	20041
NODE_707_length_25775_cov_35.6071	NODE_707_length_25775_cov_35.6071_2	79	507	59834	2078
NODE_710_length_25747_cov_7.33536	NODE_710_length_25747_cov_7.33536_17	22953	24368	4768414	22930
NODE_771_length_24510_cov_41.3294	NODE_771_length_24510_cov_41.3294_23	16092	16550	2145049	17281
NODE_771_length_24510_cov_41.3294	NODE_771_length_24510_cov_41.3294_23	16092	16550	2145049	17281
NODE_771_length_24510_cov_41.3294	NODE_771_length_24510_cov_41.3294_22	15669	15872	2145049	17281
NODE_855_length_22973_cov_18.9901	NODE_855_length_22973_cov_18.9901_25	22714	22971	3528337	22133
NODE_879_length_22608_cov_6.62555	NODE_879_length_22608_cov_6.62555_16	12346	12750	4767979	14569
NODE_879_length_22608_cov_6.62555	NODE_879_length_22608_cov_6.62555_16	12346	12750	4767979	14569
NODE_936_length_21846_cov_5.76688	NODE_936_length_21846_cov_5.76688_15	14966	16447	684658	17617
NODE_936_length_21846_cov_5.76688	NODE_936_length_21846_cov_5.76688_15	14966	16447	684658	17617
