contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_77	87583	88998	2268859	88531
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_106	126817	127461	2024845	126347
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_107	127558	127920	2024845	126347
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_176	198046	199437	4511081	199739
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_187	208463	209788	686151	208127
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_187	208463	209788	686151	208127
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_187	208463	209788	686151	208142
NODE_1_length_280347_cov_18.6411	NODE_1_length_280347_cov_18.6411_187	208463	209788	686151	208142
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_27	26045	27292	204339	27196
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_27	26045	27292	204339	27196
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_59	55471	56796	2425283	56601
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_59	55471	56796	2425283	56601
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_59	55471	56796	6069296	57499
NODE_39_length_60326_cov_19.1807	NODE_39_length_60326_cov_19.1807_59	55471	56796	6069296	57499
NODE_45_length_55354_cov_18.7916	NODE_45_length_55354_cov_18.7916_8	6495	7820	4511081	9153
NODE_45_length_55354_cov_18.7916	NODE_45_length_55354_cov_18.7916_8	6495	7820	4511081	9153
NODE_49_length_52152_cov_8.32624	NODE_49_length_52152_cov_8.32624_11	21193	22167	108692	19608
NODE_49_length_52152_cov_8.32624	NODE_49_length_52152_cov_8.32624_11	21193	22167	108692	19608
NODE_49_length_52152_cov_8.32624	NODE_49_length_52152_cov_8.32624_11	21193	22167	76027	22578
NODE_49_length_52152_cov_8.32624	NODE_49_length_52152_cov_8.32624_11	21193	22167	76027	22578
NODE_58_length_46105_cov_2.72975	NODE_58_length_46105_cov_2.72975_5	3697	5301	2268484	4303
NODE_108_length_35873_cov_7.28528	NODE_108_length_35873_cov_7.28528_20	25219	25770	716539	25330
NODE_109_length_35859_cov_2.77318	NODE_109_length_35859_cov_2.77318_18	16364	18034	4513150	17494
NODE_109_length_35859_cov_2.77318	NODE_109_length_35859_cov_2.77318_18	16364	18034	4513150	17494
NODE_180_length_26336_cov_2.80545	NODE_180_length_26336_cov_2.80545_13	10354	12003	4513150	11116
NODE_180_length_26336_cov_2.80545	NODE_180_length_26336_cov_2.80545_13	10354	12003	4513150	11116
NODE_201_length_25373_cov_17.3147	NODE_201_length_25373_cov_17.3147_12	14962	16392	636375	16111
