contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_11_length_216856_cov_7.23931	NODE_11_length_216856_cov_7.23931_152	116194	117420	6823446	116221
NODE_11_length_216856_cov_7.23931	NODE_11_length_216856_cov_7.23931_152	116194	117420	6823446	116221
NODE_48_length_95946_cov_14.0012	NODE_48_length_95946_cov_14.0012_18	20445	21284	330795	20812
NODE_48_length_95946_cov_14.0012	NODE_48_length_95946_cov_14.0012_18	20445	21284	330795	20812
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4458765	39737
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4458765	39737
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	572495	39780
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	572495	39780
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4458765	40232
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4458765	40232
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	752982	40393
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	752982	40393
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4507	40428
NODE_53_length_86029_cov_15.1035	NODE_53_length_86029_cov_15.1035_34	39685	40554	4507	40428
NODE_57_length_83541_cov_21.5195	NODE_57_length_83541_cov_21.5195_38	36696	37457	112300	36844
NODE_57_length_83541_cov_21.5195	NODE_57_length_83541_cov_21.5195_39	37460	37972	112300	36844
NODE_57_length_83541_cov_21.5195	NODE_57_length_83541_cov_21.5195_39	37460	37972	112300	36844
NODE_59_length_81394_cov_39.9273	NODE_59_length_81394_cov_39.9273_68	66912	67592	132173	64846
NODE_71_length_75684_cov_13.7991	NODE_71_length_75684_cov_13.7991_53	71260	71865	4858948	69960
NODE_71_length_75684_cov_13.7991	NODE_71_length_75684_cov_13.7991_53	71260	71865	4858948	69960
NODE_71_length_75684_cov_13.7991	NODE_71_length_75684_cov_13.7991_53	71260	71865	4858948	70732
