contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_79_length_92851_cov_7.39352	NODE_79_length_92851_cov_7.39352_29	27849	28439	3605986	30277
NODE_301_length_46527_cov_10.4204	NODE_301_length_46527_cov_10.4204_10	8924	10792	6344195	10254
NODE_301_length_46527_cov_10.4204	NODE_301_length_46527_cov_10.4204_10	8924	10792	6344195	10254
NODE_378_length_41278_cov_8.44109	NODE_378_length_41278_cov_8.44109_32	31982	33100	4756381	31573
NODE_378_length_41278_cov_8.44109	NODE_378_length_41278_cov_8.44109_32	31982	33100	4756381	31573
NODE_378_length_41278_cov_8.44109	NODE_378_length_41278_cov_8.44109_31	31563	31976	4756381	31573
NODE_379_length_41237_cov_9.21007	NODE_379_length_41237_cov_9.21007_8	6811	7350	2410773	7566
NODE_528_length_34637_cov_55.5501	NODE_528_length_34637_cov_55.5501_27	34197	34469	771112	34400
NODE_683_length_29035_cov_36.2311	NODE_683_length_29035_cov_36.2311_24	26217	27221	3655198	26158
NODE_823_length_26282_cov_52.4818	NODE_823_length_26282_cov_52.4818_9	4622	4897	248933	6822
NODE_899_length_24847_cov_6.34947	NODE_899_length_24847_cov_6.34947_5	2555	3694	1335737	5148
NODE_899_length_24847_cov_6.34947	NODE_899_length_24847_cov_6.34947_5	2555	3694	1335737	5148
NODE_916_length_24564_cov_36.9607	NODE_916_length_24564_cov_36.9607_15	9280	10254	4100444	8561
NODE_1007_length_22975_cov_4.71117	NODE_1007_length_22975_cov_4.71117_1	1	1044	3752981	1258
NODE_1007_length_22975_cov_4.71117	NODE_1007_length_22975_cov_4.71117_1	1	1044	3752981	1258
NODE_1448_length_18104_cov_7.63865	NODE_1448_length_18104_cov_7.63865_3	2535	3497	127522	3490
NODE_1448_length_18104_cov_7.63865	NODE_1448_length_18104_cov_7.63865_3	2535	3497	1298021	3838
NODE_1568_length_16936_cov_14.276	NODE_1568_length_16936_cov_14.276_8	7764	8255	2451794	7854
NODE_1574_length_16899_cov_2.88287	NODE_1574_length_16899_cov_2.88287_1	139	1236	2106350	2249
NODE_1574_length_16899_cov_2.88287	NODE_1574_length_16899_cov_2.88287_1	139	1236	2106350	2249
NODE_1639_length_16471_cov_8.44658	NODE_1639_length_16471_cov_8.44658_1	87	1124	1032869	1395
NODE_1738_length_15785_cov_8.10337	NODE_1738_length_15785_cov_8.10337_2	1013	2188	2189397	2202
NODE_1738_length_15785_cov_8.10337	NODE_1738_length_15785_cov_8.10337_2	1013	2188	2189397	2202
NODE_1779_length_15508_cov_8.39973	NODE_1779_length_15508_cov_8.39973_14	13964	14251	6344169	12366
NODE_2009_length_13969_cov_9.90937	NODE_2009_length_13969_cov_9.90937_2	1062	1739	1036299	85
NODE_2082_length_13648_cov_3.97344	NODE_2082_length_13648_cov_3.97344_1	25	1347	383142	202
NODE_2088_length_13612_cov_4.10777	NODE_2088_length_13612_cov_4.10777_10	11936	12412	2316564	12777
NODE_2252_length_12802_cov_7.6425	NODE_2252_length_12802_cov_7.6425_11	10733	11053	671445	8976
NODE_2252_length_12802_cov_7.6425	NODE_2252_length_12802_cov_7.6425_11	10733	11053	875773	12605
NODE_2653_length_11293_cov_6.62671	NODE_2653_length_11293_cov_6.62671_10	9821	10939	5012496	11039
NODE_4166_length_7719_cov_3.52009	NODE_4166_length_7719_cov_3.52009_7	6799	7344	2316564	7262
NODE_4246_length_7609_cov_8.14218	NODE_4246_length_7609_cov_8.14218_6	4646	5860	6185759	6184
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	3147
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	1374629	3532
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	3909
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	3945
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	1251808	4185
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	4359
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	1374629	4541
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	4621
NODE_4974_length_6607_cov_10.7324	NODE_4974_length_6607_cov_10.7324_2	2004	2636	565434	4663
NODE_5062_length_6498_cov_3.03709	NODE_5062_length_6498_cov_3.03709_8	6141	6497	953948	5305
NODE_5215_length_6332_cov_7.50518	NODE_5215_length_6332_cov_7.50518_5	3449	4489	2862994	2598
NODE_5215_length_6332_cov_7.50518	NODE_5215_length_6332_cov_7.50518_6	4473	4799	2862994	2598
NODE_5215_length_6332_cov_7.50518	NODE_5215_length_6332_cov_7.50518_5	3449	4489	2862994	2749
NODE_5215_length_6332_cov_7.50518	NODE_5215_length_6332_cov_7.50518_6	4473	4799	2862994	2749
NODE_5215_length_6332_cov_7.50518	NODE_5215_length_6332_cov_7.50518_7	4966	5415	2862994	2749
NODE_6572_length_5093_cov_9.17825	NODE_6572_length_5093_cov_9.17825_2	430	1686	5012683	70
NODE_6572_length_5093_cov_9.17825	NODE_6572_length_5093_cov_9.17825_2	430	1686	5012683	70
NODE_6572_length_5093_cov_9.17825	NODE_6572_length_5093_cov_9.17825_1	1	411	5012683	70
NODE_6577_length_5088_cov_3.93423	NODE_6577_length_5088_cov_3.93423_3	1057	1875	5012661	457
NODE_6577_length_5088_cov_3.93423	NODE_6577_length_5088_cov_3.93423_3	1057	1875	5012661	457
NODE_7404_length_4551_cov_6.11121	NODE_7404_length_4551_cov_6.11121_3	1138	1476	782737	886
NODE_7404_length_4551_cov_6.11121	NODE_7404_length_4551_cov_6.11121_3	1138	1476	782737	886
NODE_7404_length_4551_cov_6.11121	NODE_7404_length_4551_cov_6.11121_2	713	1111	782737	886
NODE_7809_length_4337_cov_7.42527	NODE_7809_length_4337_cov_7.42527_1	128	1279	4100533	34
NODE_7809_length_4337_cov_7.42527	NODE_7809_length_4337_cov_7.42527_1	128	1279	4100533	34
NODE_7809_length_4337_cov_7.42527	NODE_7809_length_4337_cov_7.42527_1	128	1279	5012751	2375
NODE_7809_length_4337_cov_7.42527	NODE_7809_length_4337_cov_7.42527_1	128	1279	5012751	2375
NODE_8494_length_4003_cov_14.0679	NODE_8494_length_4003_cov_14.0679_1	7	387	2146638	2231
