contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_22_length_203937_cov_12.469	NODE_22_length_203937_cov_12.469_117	143444	147718	6204233	146104
NODE_49_length_154474_cov_50.6902	NODE_49_length_154474_cov_50.6902_72	115117	115482	1181279	117195
NODE_66_length_133682_cov_45.183	NODE_66_length_133682_cov_45.183_77	85841	86782	1342448	87900
NODE_93_length_111140_cov_107.649	NODE_93_length_111140_cov_107.649_62	65161	66096	5250529	64042
NODE_93_length_111140_cov_107.649	NODE_93_length_111140_cov_107.649_62	65161	66096	339186	66278
NODE_103_length_104815_cov_28.3945	NODE_103_length_104815_cov_28.3945_29	34562	34912	6239440	34804
NODE_103_length_104815_cov_28.3945	NODE_103_length_104815_cov_28.3945_29	34562	34912	4809701	34987
NODE_103_length_104815_cov_28.3945	NODE_103_length_104815_cov_28.3945_29	34562	34912	979749	35095
NODE_108_length_102989_cov_8.23517	NODE_108_length_102989_cov_8.23517_64	69782	73999	4788659	72391
NODE_109_length_102588_cov_7.95545	NODE_109_length_102588_cov_7.95545_2	408	1664	181551	1413
NODE_127_length_92341_cov_56.4451	NODE_127_length_92341_cov_56.4451_20	22222	23433	1842653	24106
NODE_127_length_92341_cov_56.4451	NODE_127_length_92341_cov_56.4451_20	22222	23433	1842653	24108
NODE_127_length_92341_cov_56.4451	NODE_127_length_92341_cov_56.4451_20	22222	23433	2379786	24445
NODE_146_length_86865_cov_76.7569	NODE_146_length_86865_cov_76.7569_23	24800	25840	1587018	23094
NODE_175_length_76906_cov_53.9902	NODE_175_length_76906_cov_53.9902_3	2552	3667	4809728	2952
NODE_181_length_73862_cov_47.9292	NODE_181_length_73862_cov_47.9292_10	11492	12430	2418502	11453
NODE_187_length_72452_cov_41.6851	NODE_187_length_72452_cov_41.6851_37	45768	45995	4756285	45907
NODE_191_length_71957_cov_48.4272	NODE_191_length_71957_cov_48.4272_11	17877	19358	1459748	19987
NODE_191_length_71957_cov_48.4272	NODE_191_length_71957_cov_48.4272_11	17877	19358	1459748	19987
NODE_191_length_71957_cov_48.4272	NODE_191_length_71957_cov_48.4272_11	17877	19358	1459748	19987
NODE_191_length_71957_cov_48.4272	NODE_191_length_71957_cov_48.4272_25	31488	32300	247013	30662
NODE_191_length_71957_cov_48.4272	NODE_191_length_71957_cov_48.4272_25	31488	32300	247013	30662
NODE_239_length_60561_cov_8.24528	NODE_239_length_60561_cov_8.24528_23	26922	28136	137035	29200
NODE_266_length_56244_cov_38.0135	NODE_266_length_56244_cov_38.0135_29	29702	30247	3527466	28788
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	4809938	707
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_1	199	1071	4809938	707
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	4809938	707
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	2741611	810
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_1	199	1071	2741611	810
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	2741611	810
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	6239440	1180
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_1	199	1071	6239440	1180
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	6239440	1180
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	4809701	1377
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_1	199	1071	4809701	1377
NODE_270_length_55695_cov_28.7736	NODE_270_length_55695_cov_28.7736_2	1272	2699	4809701	1377
NODE_277_length_55343_cov_8.30694	NODE_277_length_55343_cov_8.30694_33	51635	52753	6205787	51422
NODE_277_length_55343_cov_8.30694	NODE_277_length_55343_cov_8.30694_33	51635	52753	6205787	51422
