contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_21_length_148978_cov_59.1419	NODE_21_length_148978_cov_59.1419_43	67340	67543	365187	68899
NODE_59_length_112171_cov_52.2751	NODE_59_length_112171_cov_52.2751_63	102329	103228	204988	104302
NODE_67_length_108470_cov_14.8964	NODE_67_length_108470_cov_14.8964_18	18782	19702	2748093	20330
NODE_75_length_100881_cov_48.2407	NODE_75_length_100881_cov_48.2407_68	69035	69910	2055208	70475
NODE_176_length_66224_cov_12.1344	NODE_176_length_66224_cov_12.1344_41	64604	65221	126467	65885
NODE_176_length_66224_cov_12.1344	NODE_176_length_66224_cov_12.1344_41	64604	65221	126467	65885
NODE_187_length_64258_cov_6.28687	NODE_187_length_64258_cov_6.28687_51	50154	50978	68116	49601
NODE_232_length_55703_cov_8.69269	NODE_232_length_55703_cov_8.69269_7	3751	4983	2943153	4675
NODE_232_length_55703_cov_8.69269	NODE_232_length_55703_cov_8.69269_7	3751	4983	2943153	4675
NODE_243_length_54421_cov_315.76	NODE_243_length_54421_cov_315.76_46	53631	54419	4702370	52403
NODE_262_length_52732_cov_11.4888	NODE_262_length_52732_cov_11.4888_6	4379	5332	6409490	2668
NODE_284_length_51080_cov_11.1283	NODE_284_length_51080_cov_11.1283_12	12692	13387	2374117	12151
NODE_322_length_48709_cov_13.6342	NODE_322_length_48709_cov_13.6342_42	41633	42220	2371266	40774
NODE_351_length_46701_cov_14.0817	NODE_351_length_46701_cov_14.0817_14	20387	20650	4995487	19974
NODE_468_length_38464_cov_87.128	NODE_468_length_38464_cov_87.128_3	4493	4831	3800437	5740
NODE_666_length_30226_cov_91.4947	NODE_666_length_30226_cov_91.4947_1	1	750	2942896	654
NODE_666_length_30226_cov_91.4947	NODE_666_length_30226_cov_91.4947_1	1	750	2942896	654
NODE_807_length_26480_cov_8.42645	NODE_807_length_26480_cov_8.42645_5	7118	7675	2329424	6071
NODE_807_length_26480_cov_8.42645	NODE_807_length_26480_cov_8.42645_5	7118	7675	1723306	7892
NODE_1003_length_22230_cov_4.58575	NODE_1003_length_22230_cov_4.58575_4	3372	4028	2398636	4986
NODE_1087_length_20496_cov_16.4062	NODE_1087_length_20496_cov_16.4062_9	8727	9689	2683804	7694
NODE_1087_length_20496_cov_16.4062	NODE_1087_length_20496_cov_16.4062_9	8727	9689	779369	8507
NODE_1087_length_20496_cov_16.4062	NODE_1087_length_20496_cov_16.4062_9	8727	9689	2127376	11150
NODE_1202_length_18734_cov_10.2809	NODE_1202_length_18734_cov_10.2809_10	14320	14661	4103622	15167
NODE_1202_length_18734_cov_10.2809	NODE_1202_length_18734_cov_10.2809_9	13774	14205	4103622	15167
NODE_1393_length_16703_cov_27.0851	NODE_1393_length_16703_cov_27.0851_10	8711	9607	2942911	10200
NODE_2093_length_11294_cov_151.94	NODE_2093_length_11294_cov_151.94_14	10639	11205	322167	10838
NODE_2264_length_10385_cov_4.63359	NODE_2264_length_10385_cov_4.63359_6	9670	10383	339549	8533
NODE_2761_length_8323_cov_4.43372	NODE_2761_length_8323_cov_4.43372_5	6487	6867	6220343	5062
NODE_2958_length_7733_cov_8.14626	NODE_2958_length_7733_cov_8.14626_8	5068	6273	5157072	4654
NODE_3196_length_7057_cov_129.872	NODE_3196_length_7057_cov_129.872_2	407	1972	651064	2352
NODE_3196_length_7057_cov_129.872	NODE_3196_length_7057_cov_129.872_2	407	1972	651064	2352
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	560296	5038
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5054
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5108
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5199
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	532153	5391
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	717404	5401
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	673537	5469
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	532153	5559
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5644
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5644
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5704
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	395750	5928
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	780445	5942
NODE_3337_length_6691_cov_93.2946	NODE_3337_length_6691_cov_93.2946_9	6450	6689	981347	6023
NODE_3450_length_6427_cov_5.14768	NODE_3450_length_6427_cov_5.14768_3	521	1408	4131585	2520
NODE_3615_length_6100_cov_11.8237	NODE_3615_length_6100_cov_11.8237_1	3	899	4148534	184
NODE_3615_length_6100_cov_11.8237	NODE_3615_length_6100_cov_11.8237_1	3	899	4148534	503
NODE_4426_length_4838_cov_489.819	NODE_4426_length_4838_cov_489.819_1	3	851	780436	1972
NODE_4426_length_4838_cov_489.819	NODE_4426_length_4838_cov_489.819_1	3	851	780436	1972
NODE_4426_length_4838_cov_489.819	NODE_4426_length_4838_cov_489.819_1	3	851	780436	2212
