contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_11_length_307521_cov_24.6858	NODE_11_length_307521_cov_24.6858_149	168160	168441	373830	166662
NODE_11_length_307521_cov_24.6858	NODE_11_length_307521_cov_24.6858_149	168160	168441	791331	169551
NODE_11_length_307521_cov_24.6858	NODE_11_length_307521_cov_24.6858_150	168848	169798	791331	169551
NODE_11_length_307521_cov_24.6858	NODE_11_length_307521_cov_24.6858_152	170616	171458	791331	169551
NODE_11_length_307521_cov_24.6858	NODE_11_length_307521_cov_24.6858_152	170616	171458	3978621	171856
NODE_20_length_194018_cov_25.4136	NODE_20_length_194018_cov_25.4136_178	191869	192207	1385139	191198
NODE_20_length_194018_cov_25.4136	NODE_20_length_194018_cov_25.4136_178	191869	192207	3978310	192538
NODE_20_length_194018_cov_25.4136	NODE_20_length_194018_cov_25.4136_178	191869	192207	3978310	192965
NODE_36_length_152501_cov_40.226	NODE_36_length_152501_cov_40.226_74	84610	84753	2683253	86305
NODE_39_length_148276_cov_29.2035	NODE_39_length_148276_cov_29.2035_73	87663	88202	825304	87873
NODE_41_length_146033_cov_25.5734	NODE_41_length_146033_cov_25.5734_95	110799	111851	74938	110386
NODE_43_length_141422_cov_10.4502	NODE_43_length_141422_cov_10.4502_100	114873	116129	2683066	113952
NODE_43_length_141422_cov_10.4502	NODE_43_length_141422_cov_10.4502_100	114873	116129	2683066	113952
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_69	105221	105925	185273	105084
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_70	106012	106578	185273	105084
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_69	105221	105925	185273	105089
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_70	106012	106578	185273	105089
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_69	105221	105925	475455	106587
NODE_50_length_127506_cov_11.3541	NODE_50_length_127506_cov_11.3541_70	106012	106578	475455	106587
NODE_63_length_119545_cov_5.53127	NODE_63_length_119545_cov_5.53127_4	3217	4371	562404	2493
NODE_63_length_119545_cov_5.53127	NODE_63_length_119545_cov_5.53127_4	3217	4371	562404	2493
NODE_63_length_119545_cov_5.53127	NODE_63_length_119545_cov_5.53127_4	3217	4371	4689375	3229
NODE_63_length_119545_cov_5.53127	NODE_63_length_119545_cov_5.53127_4	3217	4371	4689375	3229
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	4688620	72014
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	4688620	72014
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	4688620	72014
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75227
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75227
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75227
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75534
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75534
NODE_103_length_98159_cov_5.34627	NODE_103_length_98159_cov_5.34627_63	72965	74623	2055244	75534
NODE_113_length_95210_cov_12.1033	NODE_113_length_95210_cov_12.1033_35	37499	39325	1331975	39225
NODE_113_length_95210_cov_12.1033	NODE_113_length_95210_cov_12.1033_35	37499	39325	1331975	39225
NODE_113_length_95210_cov_12.1033	NODE_113_length_95210_cov_12.1033_35	37499	39325	1331975	39225
NODE_115_length_94456_cov_13.603	NODE_115_length_94456_cov_13.603_52	61010	61486	1493161	59447
NODE_115_length_94456_cov_13.603	NODE_115_length_94456_cov_13.603_52	61010	61486	1556614	62998
NODE_153_length_83403_cov_79.1007	NODE_153_length_83403_cov_79.1007_58	63825	64286	3978155	65982
NODE_153_length_83403_cov_79.1007	NODE_153_length_83403_cov_79.1007_58	63825	64286	3978155	66321
NODE_183_length_75834_cov_5.01494	NODE_183_length_75834_cov_5.01494_2	929	1498	1556088	290
NODE_190_length_74495_cov_8.11527	NODE_190_length_74495_cov_8.11527_20	24624	25424	4685900	26996
NODE_214_length_70990_cov_11.9042	NODE_214_length_70990_cov_11.9042_22	26239	27840	2683132	28733
NODE_214_length_70990_cov_11.9042	NODE_214_length_70990_cov_11.9042_22	26239	27840	2683132	28733
NODE_214_length_70990_cov_11.9042	NODE_214_length_70990_cov_11.9042_22	26239	27840	2683132	28733
NODE_229_length_69026_cov_28.2688	NODE_229_length_69026_cov_28.2688_14	14034	14474	1556251	12967
NODE_229_length_69026_cov_28.2688	NODE_229_length_69026_cov_28.2688_14	14034	14474	170907	13862
NODE_229_length_69026_cov_28.2688	NODE_229_length_69026_cov_28.2688_14	14034	14474	875885	16195
NODE_261_length_65021_cov_8.29486	NODE_261_length_65021_cov_8.29486_19	22051	22809	3978936	22764
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_29	48476	49732	798815	48114
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_29	48476	49732	798815	48114
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_28	48050	48460	798815	48114
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_29	48476	49732	1556762	50078
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_29	48476	49732	1556762	50078
NODE_266_length_63909_cov_6.43396	NODE_266_length_63909_cov_6.43396_28	48050	48460	1556762	50078
NODE_268_length_63820_cov_12.9567	NODE_268_length_63820_cov_12.9567_35	30733	31833	3978231	29440
NODE_268_length_63820_cov_12.9567	NODE_268_length_63820_cov_12.9567_35	30733	31833	6186031	31203
NODE_269_length_63770_cov_7.70137	NODE_269_length_63770_cov_7.70137_39	40516	41724	201793	40605
NODE_269_length_63770_cov_7.70137	NODE_269_length_63770_cov_7.70137_39	40516	41724	201793	40605
NODE_273_length_63338_cov_7.68777	NODE_273_length_63338_cov_7.68777_27	31685	31912	808235	30577
NODE_292_length_61569_cov_9.86993	NODE_292_length_61569_cov_9.86993_12	8540	9637	1937775	6925
NODE_292_length_61569_cov_9.86993	NODE_292_length_61569_cov_9.86993_12	8540	9637	1937775	6925
NODE_292_length_61569_cov_9.86993	NODE_292_length_61569_cov_9.86993_13	9637	10116	3978223	11383
NODE_292_length_61569_cov_9.86993	NODE_292_length_61569_cov_9.86993_13	9637	10116	875819	11834
NODE_304_length_60901_cov_6.48476	NODE_304_length_60901_cov_6.48476_49	51293	52096	2683392	53239
NODE_352_length_55529_cov_15.9541	NODE_352_length_55529_cov_15.9541_18	14238	14555	3978145	13797
NODE_352_length_55529_cov_15.9541	NODE_352_length_55529_cov_15.9541_17	13600	14058	3978145	13797
NODE_365_length_54521_cov_18.4535	NODE_365_length_54521_cov_18.4535_28	26272	27117	3978673	27079
NODE_380_length_53360_cov_15.5993	NODE_380_length_53360_cov_15.5993_45	41617	42591	6186031	41596
NODE_392_length_52602_cov_44.137	NODE_392_length_52602_cov_44.137_17	13974	14993	785400	14977
NODE_392_length_52602_cov_44.137	NODE_392_length_52602_cov_44.137_17	13974	14993	785400	14977
NODE_392_length_52602_cov_44.137	NODE_392_length_52602_cov_44.137_17	13974	14993	785400	14985
NODE_392_length_52602_cov_44.137	NODE_392_length_52602_cov_44.137_17	13974	14993	785400	14985
NODE_417_length_50662_cov_24.7177	NODE_417_length_50662_cov_24.7177_3	1088	2032	1045544	3642
