contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_101_length_2014_cov_4.77335	NODE_101_length_2014_cov_4.77335_1	339	1754	385862	1683
NODE_200_length_1434_cov_3.03408	NODE_200_length_1434_cov_3.03408_2	676	1434	57933	329
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	857
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	857
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	857
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	1185
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	1185
NODE_205_length_1418_cov_2.86941	NODE_205_length_1418_cov_2.86941_1	1	1272	180853	1185
NODE_216_length_1371_cov_8.93465	NODE_216_length_1371_cov_8.93465_1	3	1187	3668101	1195
NODE_216_length_1371_cov_8.93465	NODE_216_length_1371_cov_8.93465_1	3	1187	3668101	1195
NODE_216_length_1371_cov_8.93465	NODE_216_length_1371_cov_8.93465_1	3	1187	3668101	1270
NODE_216_length_1371_cov_8.93465	NODE_216_length_1371_cov_8.93465_1	3	1187	3668101	1270
NODE_285_length_1219_cov_3.40893	NODE_285_length_1219_cov_3.40893_1	268	1173	1112377	1145
NODE_285_length_1219_cov_3.40893	NODE_285_length_1219_cov_3.40893_1	268	1173	1112377	1145
NODE_3707_length_534_cov_2.53862	NODE_3707_length_534_cov_2.53862_1	3	533	238391	89
NODE_3707_length_534_cov_2.53862	NODE_3707_length_534_cov_2.53862_1	3	533	76296	173
NODE_4979_length_486_cov_1.5406	NODE_4979_length_486_cov_1.5406_1	2	484	48371	1
NODE_4979_length_486_cov_1.5406	NODE_4979_length_486_cov_1.5406_1	2	484	2301747	80
NODE_5694_length_465_cov_1.14146	NODE_5694_length_465_cov_1.14146_1	2	463	4508386	269
NODE_7024_length_435_cov_1.63421	NODE_7024_length_435_cov_1.63421_1	2	262	112300	215
NODE_31779_length_261_cov_1.54369	NODE_31779_length_261_cov_1.54369_1	1	261	567781	1
NODE_31999_length_260_cov_0.873171	NODE_31999_length_260_cov_0.873171_1	1	258	4508386	5
NODE_32325_length_259_cov_1.12745	NODE_32325_length_259_cov_1.12745_1	2	259	57962	23
NODE_32325_length_259_cov_1.12745	NODE_32325_length_259_cov_1.12745_1	2	259	567781	97
NODE_47691_length_226_cov_1.20468	NODE_47691_length_226_cov_1.20468_1	38	226	412059	98
