contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_2_length_218899_cov_15.486	NODE_2_length_218899_cov_15.486_5	3064	4701	866577	2093
NODE_2_length_218899_cov_15.486	NODE_2_length_218899_cov_15.486_256	205597	207225	736919	204536
NODE_53_length_73134_cov_5.53746	NODE_53_length_73134_cov_5.53746_1	238	471	191953	856
NODE_217_length_33713_cov_13.6016	NODE_217_length_33713_cov_13.6016_28	30369	30968	2045650	29652
NODE_217_length_33713_cov_13.6016	NODE_217_length_33713_cov_13.6016_28	30369	30968	188597	30689
NODE_276_length_28711_cov_15.892	NODE_276_length_28711_cov_15.892_4	3401	4360	1538660	3494
NODE_276_length_28711_cov_15.892	NODE_276_length_28711_cov_15.892_4	3401	4360	223359	3557
NODE_323_length_25915_cov_27.0264	NODE_323_length_25915_cov_27.0264_3	1714	1923	95444	329
NODE_339_length_25020_cov_13.1283	NODE_339_length_25020_cov_13.1283_23	22897	23877	352540	22216
NODE_339_length_25020_cov_13.1283	NODE_339_length_25020_cov_13.1283_23	22897	23877	352540	22216
NODE_437_length_21153_cov_8.59754	NODE_437_length_21153_cov_8.59754_22	20729	21040	109668	19865
NODE_437_length_21153_cov_8.59754	NODE_437_length_21153_cov_8.59754_22	20729	21040	261600	20742
NODE_451_length_20845_cov_19.2878	NODE_451_length_20845_cov_19.2878_1	348	623	2045585	279
NODE_451_length_20845_cov_19.2878	NODE_451_length_20845_cov_19.2878_1	348	623	352949	613
NODE_523_length_19163_cov_16.7281	NODE_523_length_19163_cov_16.7281_18	18268	19161	4627400	17100
NODE_523_length_19163_cov_16.7281	NODE_523_length_19163_cov_16.7281_18	18268	19161	4627400	17100
NODE_523_length_19163_cov_16.7281	NODE_523_length_19163_cov_16.7281_18	18268	19161	4627400	17592
NODE_523_length_19163_cov_16.7281	NODE_523_length_19163_cov_16.7281_18	18268	19161	4627400	17592
NODE_558_length_18185_cov_27.408	NODE_558_length_18185_cov_27.408_1	67	1410	1324507	2581
NODE_558_length_18185_cov_27.408	NODE_558_length_18185_cov_27.408_1	67	1410	1324507	2581
NODE_558_length_18185_cov_27.408	NODE_558_length_18185_cov_27.408_1	67	1410	1324507	2581
NODE_777_length_14679_cov_33.0187	NODE_777_length_14679_cov_33.0187_8	6305	7204	866463	5467
NODE_777_length_14679_cov_33.0187	NODE_777_length_14679_cov_33.0187_8	6305	7204	217148	5679
NODE_777_length_14679_cov_33.0187	NODE_777_length_14679_cov_33.0187_8	6305	7204	2104358	5708
NODE_777_length_14679_cov_33.0187	NODE_777_length_14679_cov_33.0187_8	6305	7204	2049113	7485
NODE_777_length_14679_cov_33.0187	NODE_777_length_14679_cov_33.0187_8	6305	7204	3460	8591
NODE_818_length_14270_cov_18.431	NODE_818_length_14270_cov_18.431_12	13873	14268	3490650	13099
NODE_818_length_14270_cov_18.431	NODE_818_length_14270_cov_18.431_12	13873	14268	3490650	13611
NODE_875_length_13753_cov_22.2694	NODE_875_length_13753_cov_22.2694_3	1062	1724	517244	690
