contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_6_length_339099_cov_21.4019	NODE_6_length_339099_cov_21.4019_113	129670	130413	58974	129472
NODE_6_length_339099_cov_21.4019	NODE_6_length_339099_cov_21.4019_113	129670	130413	58974	129472
NODE_6_length_339099_cov_21.4019	NODE_6_length_339099_cov_21.4019_112	128637	129170	58974	129472
NODE_25_length_154730_cov_11.2049	NODE_25_length_154730_cov_11.2049_141	143220	144374	1270522	143542
NODE_25_length_154730_cov_11.2049	NODE_25_length_154730_cov_11.2049_141	143220	144374	1270522	143542
NODE_25_length_154730_cov_11.2049	NODE_25_length_154730_cov_11.2049_141	143220	144374	1554167	144846
NODE_25_length_154730_cov_11.2049	NODE_25_length_154730_cov_11.2049_141	143220	144374	1554167	144846
NODE_28_length_151122_cov_23.4584	NODE_28_length_151122_cov_23.4584_26	38161	39045	2445446	38964
NODE_28_length_151122_cov_23.4584	NODE_28_length_151122_cov_23.4584_26	38161	39045	2445446	39149
NODE_30_length_144623_cov_12.0765	NODE_30_length_144623_cov_12.0765_19	17445	17852	2696436	15288
NODE_30_length_144623_cov_12.0765	NODE_30_length_144623_cov_12.0765_19	17445	17852	4703294	18690
NODE_44_length_119068_cov_5.62357	NODE_44_length_119068_cov_5.62357_70	76557	77399	1803404	75349
NODE_74_length_95146_cov_59.8989	NODE_74_length_95146_cov_59.8989_50	47437	48336	5402608	47178
NODE_130_length_74413_cov_10.526	NODE_130_length_74413_cov_10.526_68	62677	63012	1780402	60877
NODE_130_length_74413_cov_10.526	NODE_130_length_74413_cov_10.526_69	63025	63438	1780402	60877
NODE_141_length_71344_cov_15.6381	NODE_141_length_71344_cov_15.6381_8	7732	11991	579638	9355
NODE_141_length_71344_cov_15.6381	NODE_141_length_71344_cov_15.6381_8	7732	11991	5402681	10260
NODE_152_length_69821_cov_16.691	NODE_152_length_69821_cov_16.691_35	34541	35557	3078177	36659
NODE_201_length_59413_cov_9.02812	NODE_201_length_59413_cov_9.02812_30	33496	34119	427807	33370
NODE_201_length_59413_cov_9.02812	NODE_201_length_59413_cov_9.02812_30	33496	34119	427807	34104
NODE_205_length_59093_cov_6.30789	NODE_205_length_59093_cov_6.30789_9	8456	9424	474005	7542
NODE_205_length_59093_cov_6.30789	NODE_205_length_59093_cov_6.30789_9	8456	9424	806967	7587
NODE_216_length_57322_cov_18.0388	NODE_216_length_57322_cov_18.0388_30	25375	26460	3310416	27720
NODE_216_length_57322_cov_18.0388	NODE_216_length_57322_cov_18.0388_30	25375	26460	3310416	27763
NODE_221_length_56813_cov_12.4629	NODE_221_length_56813_cov_12.4629_1	294	884	3706136	313
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_1	3	1052	548481	1091
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_1	3	1052	548481	1091
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_1	3	1052	1903583	1219
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_1	3	1052	1903583	1219
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_38	50437	51447	1802960	52835
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_40	53019	54029	1802960	52835
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_40	53019	54029	434625	54328
NODE_227_length_56201_cov_59.4919	NODE_227_length_56201_cov_59.4919_40	53019	54029	1802960	55767
NODE_241_length_54175_cov_64.9036	NODE_241_length_54175_cov_64.9036_39	32754	33596	4233852	31888
NODE_241_length_54175_cov_64.9036	NODE_241_length_54175_cov_64.9036_38	31946	32809	4233852	31888
NODE_241_length_54175_cov_64.9036	NODE_241_length_54175_cov_64.9036_39	32754	33596	4233852	31888
NODE_248_length_53107_cov_49.0752	NODE_248_length_53107_cov_49.0752_9	8923	9903	1026489	8143
NODE_248_length_53107_cov_49.0752	NODE_248_length_53107_cov_49.0752_9	8923	9903	2197490	10012
NODE_249_length_53100_cov_11.6197	NODE_249_length_53100_cov_11.6197_29	38243	38935	3697738	37588
NODE_256_length_52396_cov_54.2174	NODE_256_length_52396_cov_54.2174_38	48653	48856	2160025	46952
NODE_256_length_52396_cov_54.2174	NODE_256_length_52396_cov_54.2174_38	48653	48856	6521849	47370
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	111484	24416
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	111484	24416
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	111484	24416
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	112195	24802
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	112195	24802
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	112195	24802
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	439943	25104
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	439943	25104
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	439943	25104
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	3208722	25300
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	3208722	25300
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	3208722	25300
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	59269	27080
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	59269	27080
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	59269	27080
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	66507	27401
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	66507	27401
NODE_264_length_51460_cov_22.0112	NODE_264_length_51460_cov_22.0112_18	25393	26877	66507	27401
NODE_298_length_48053_cov_18.5039	NODE_298_length_48053_cov_18.5039_31	35034	35654	2690187	34277
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_1	2	820	3776435	368
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_2	839	1093	3776435	368
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_1	2	820	3776435	387
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_2	839	1093	3776435	387
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_1	2	820	554537	704
NODE_336_length_45775_cov_6.3867	NODE_336_length_45775_cov_6.3867_2	839	1093	554537	704
NODE_354_length_44790_cov_52.2174	NODE_354_length_44790_cov_52.2174_2	250	798	6521806	46
NODE_357_length_44579_cov_25.1753	NODE_357_length_44579_cov_25.1753_26	28559	29515	112394	31091
NODE_363_length_44137_cov_9.80509	NODE_363_length_44137_cov_9.80509_2	1911	2081	513126	2954
NODE_381_length_43382_cov_28.076	NODE_381_length_43382_cov_28.076_5	6297	6464	5402664	5773
NODE_381_length_43382_cov_28.076	NODE_381_length_43382_cov_28.076_33	40791	42062	5401129	40522
NODE_381_length_43382_cov_28.076	NODE_381_length_43382_cov_28.076_33	40791	42062	5401129	40522
NODE_459_length_39217_cov_7.63615	NODE_459_length_39217_cov_7.63615_3	3581	4516	96630	2989
NODE_459_length_39217_cov_7.63615	NODE_459_length_39217_cov_7.63615_10	18749	19771	228242	18184
NODE_475_length_38601_cov_24.3819	NODE_475_length_38601_cov_24.3819_9	14277	15209	428863	15399
NODE_509_length_37379_cov_71.0544	NODE_509_length_37379_cov_71.0544_1	1179	2108	3190833	52
NODE_509_length_37379_cov_71.0544	NODE_509_length_37379_cov_71.0544_1	1179	2108	4233109	972
NODE_528_length_36701_cov_6.92335	NODE_528_length_36701_cov_6.92335_9	9456	10742	68136	9368
NODE_528_length_36701_cov_6.92335	NODE_528_length_36701_cov_6.92335_9	9456	10742	68136	9368
NODE_560_length_35243_cov_6.6906	NODE_560_length_35243_cov_6.6906_1	29	442	3077788	1
NODE_585_length_34283_cov_14.7223	NODE_585_length_34283_cov_14.7223_25	27006	28085	4233365	25837
NODE_585_length_34283_cov_14.7223	NODE_585_length_34283_cov_14.7223_24	25900	26694	4233365	25837
NODE_585_length_34283_cov_14.7223	NODE_585_length_34283_cov_14.7223_25	27006	28085	4233365	27980
NODE_585_length_34283_cov_14.7223	NODE_585_length_34283_cov_14.7223_24	25900	26694	4233365	27980
NODE_585_length_34283_cov_14.7223	NODE_585_length_34283_cov_14.7223_28	30013	30594	4233365	27980
NODE_611_length_33447_cov_7.94487	NODE_611_length_33447_cov_7.94487_4	3869	4666	71388	6615
NODE_695_length_30969_cov_74.3003	NODE_695_length_30969_cov_74.3003_1	2	118	74600	176
NODE_695_length_30969_cov_74.3003	NODE_695_length_30969_cov_74.3003_1	2	118	2447883	546
NODE_695_length_30969_cov_74.3003	NODE_695_length_30969_cov_74.3003_1	2	118	2447883	569
NODE_712_length_30557_cov_30.4485	NODE_712_length_30557_cov_30.4485_27	28154	28666	796627	29585
NODE_828_length_27722_cov_10.2294	NODE_828_length_27722_cov_10.2294_1	1123	1506	1263910	416
NODE_888_length_26629_cov_5.08124	NODE_888_length_26629_cov_5.08124_14	18752	19606	5402129	19092
NODE_990_length_24931_cov_27.3793	NODE_990_length_24931_cov_27.3793_3	1194	2048	366642	1069
NODE_990_length_24931_cov_27.3793	NODE_990_length_24931_cov_27.3793_3	1194	2048	112405	2307
NODE_1094_length_23139_cov_65.2395	NODE_1094_length_23139_cov_65.2395_3	1884	2777	426869	264
NODE_1094_length_23139_cov_65.2395	NODE_1094_length_23139_cov_65.2395_3	1884	2777	3696385	2252
NODE_1094_length_23139_cov_65.2395	NODE_1094_length_23139_cov_65.2395_3	1884	2777	5401453	2406
NODE_1094_length_23139_cov_65.2395	NODE_1094_length_23139_cov_65.2395_3	1884	2777	1031986	2719
NODE_1094_length_23139_cov_65.2395	NODE_1094_length_23139_cov_65.2395_3	1884	2777	127143	2732
NODE_1105_length_22949_cov_59.6077	NODE_1105_length_22949_cov_59.6077_11	19860	20723	5401325	20125
NODE_1105_length_22949_cov_59.6077	NODE_1105_length_22949_cov_59.6077_11	19860	20723	127989	22289
NODE_1105_length_22949_cov_59.6077	NODE_1105_length_22949_cov_59.6077_11	19860	20723	1437019	22560
NODE_1119_length_22755_cov_12.941	NODE_1119_length_22755_cov_12.941_5	2701	3156	97139	3110
NODE_1147_length_22361_cov_9.22832	NODE_1147_length_22361_cov_9.22832_6	8456	8941	74822	8249
NODE_1147_length_22361_cov_9.22832	NODE_1147_length_22361_cov_9.22832_6	8456	8941	365818	8876
NODE_1147_length_22361_cov_9.22832	NODE_1147_length_22361_cov_9.22832_6	8456	8941	75462	8990
NODE_1270_length_20731_cov_24.1036	NODE_1270_length_20731_cov_24.1036_16	19888	20508	66653	19640
NODE_1270_length_20731_cov_24.1036	NODE_1270_length_20731_cov_24.1036_16	19888	20508	66653	19659
NODE_1270_length_20731_cov_24.1036	NODE_1270_length_20731_cov_24.1036_16	19888	20508	66653	20538
NODE_1321_length_20312_cov_71.5413	NODE_1321_length_20312_cov_71.5413_17	18788	19708	5308651	19564
NODE_1321_length_20312_cov_71.5413	NODE_1321_length_20312_cov_71.5413_17	18788	19708	5308651	19564
NODE_1321_length_20312_cov_71.5413	NODE_1321_length_20312_cov_71.5413_17	18788	19708	5308651	19564
NODE_1528_length_18244_cov_8.6643	NODE_1528_length_18244_cov_8.6643_9	13348	13845	1066553	13093
NODE_1528_length_18244_cov_8.6643	NODE_1528_length_18244_cov_8.6643_9	13348	13845	1066553	13922
