contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_15_length_78828_cov_29.1537	NODE_15_length_78828_cov_29.1537_6	5164	5808	1092060	5362
NODE_15_length_78828_cov_29.1537	NODE_15_length_78828_cov_29.1537_6	5164	5808	1092060	5362
NODE_370_length_14983_cov_48.1336	NODE_370_length_14983_cov_48.1336_9	9202	9657	1921465	8798
NODE_370_length_14983_cov_48.1336	NODE_370_length_14983_cov_48.1336_9	9202	9657	4132660	8919
NODE_370_length_14983_cov_48.1336	NODE_370_length_14983_cov_48.1336_9	9202	9657	1297324	9254
NODE_439_length_13697_cov_14.5759	NODE_439_length_13697_cov_14.5759_6	5335	5658	1389147	3917
NODE_439_length_13697_cov_14.5759	NODE_439_length_13697_cov_14.5759_6	5335	5658	1936027	6951
NODE_644_length_11069_cov_10.4189	NODE_644_length_11069_cov_10.4189_14	10201	10845	425385	10677
NODE_650_length_10978_cov_6.43303	NODE_650_length_10978_cov_6.43303_12	10286	10834	359514	10238
NODE_1048_length_8126_cov_8.32536	NODE_1048_length_8126_cov_8.32536_9	7315	7809	5396	5189
NODE_1048_length_8126_cov_8.32536	NODE_1048_length_8126_cov_8.32536_9	7315	7809	847961	7080
NODE_1048_length_8126_cov_8.32536	NODE_1048_length_8126_cov_8.32536_9	7315	7809	705917	7792
NODE_1396_length_6875_cov_37.9773	NODE_1396_length_6875_cov_37.9773_4	6409	6774	5025700	6385
NODE_1396_length_6875_cov_37.9773	NODE_1396_length_6875_cov_37.9773_4	6409	6774	325409	6702
NODE_1471_length_6667_cov_49.9462	NODE_1471_length_6667_cov_49.9462_5	5434	5985	5025700	5851
NODE_1471_length_6667_cov_49.9462	NODE_1471_length_6667_cov_49.9462_5	5434	5985	2519567	6068
NODE_1471_length_6667_cov_49.9462	NODE_1471_length_6667_cov_49.9462_5	5434	5985	2519567	6235
NODE_1471_length_6667_cov_49.9462	NODE_1471_length_6667_cov_49.9462_5	5434	5985	1479438	6370
NODE_2120_length_5227_cov_14.7819	NODE_2120_length_5227_cov_14.7819_4	3391	3948	6710027	3159
NODE_2120_length_5227_cov_14.7819	NODE_2120_length_5227_cov_14.7819_4	3391	3948	6710027	3159
NODE_2120_length_5227_cov_14.7819	NODE_2120_length_5227_cov_14.7819_4	3391	3948	1225388	3677
NODE_2120_length_5227_cov_14.7819	NODE_2120_length_5227_cov_14.7819_4	3391	3948	1225388	3677
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_4	2635	3288	6710172	2266
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_4	2635	3288	6710172	2266
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_5	3291	3776	6710172	2266
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_4	2635	3288	2580542	3695
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_4	2635	3288	2580542	3695
NODE_2126_length_5222_cov_3.25702	NODE_2126_length_5222_cov_3.25702_5	3291	3776	2580542	3695
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2279
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2279
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2350
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2350
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2500
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2500
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2643
NODE_2236_length_5044_cov_10.4983	NODE_2236_length_5044_cov_10.4983_2	561	2183	965809	2643
NODE_2417_length_4780_cov_23.8008	NODE_2417_length_4780_cov_23.8008_1	2	1039	227956	1063
NODE_2417_length_4780_cov_23.8008	NODE_2417_length_4780_cov_23.8008_1	2	1039	227956	1063
NODE_2610_length_4547_cov_5.16474	NODE_2610_length_4547_cov_5.16474_4	2030	2323	111846	263
NODE_2610_length_4547_cov_5.16474	NODE_2610_length_4547_cov_5.16474_4	2030	2323	212253	1773
NODE_2634_length_4517_cov_12.8162	NODE_2634_length_4517_cov_12.8162_1	552	1133	2128540	1417
NODE_2634_length_4517_cov_12.8162	NODE_2634_length_4517_cov_12.8162_1	552	1133	2128540	1417
NODE_2634_length_4517_cov_12.8162	NODE_2634_length_4517_cov_12.8162_1	552	1133	4025800	1794
NODE_2634_length_4517_cov_12.8162	NODE_2634_length_4517_cov_12.8162_1	552	1133	4025800	1794
NODE_3307_length_3895_cov_55.7505	NODE_3307_length_3895_cov_55.7505_1	2	895	250971	273
NODE_3307_length_3895_cov_55.7505	NODE_3307_length_3895_cov_55.7505_1	2	895	107858	293
NODE_3307_length_3895_cov_55.7505	NODE_3307_length_3895_cov_55.7505_1	2	895	3846	961
NODE_3512_length_3747_cov_26.6268	NODE_3512_length_3747_cov_26.6268_1	50	466	3806277	2019
NODE_3512_length_3747_cov_26.6268	NODE_3512_length_3747_cov_26.6268_1	50	466	3806277	2124
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	6133962	1529
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	6133962	1529
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	6133962	1529
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	6133962	1529
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	1156967	2274
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	1156967	2274
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	1156967	2274
NODE_4083_length_3411_cov_11.1433	NODE_4083_length_3411_cov_11.1433_5	2759	3106	1156967	2274
NODE_4279_length_3307_cov_16.5286	NODE_4279_length_3307_cov_16.5286_1	2	337	779787	270
NODE_4279_length_3307_cov_16.5286	NODE_4279_length_3307_cov_16.5286_1	2	337	28342	273
NODE_4279_length_3307_cov_16.5286	NODE_4279_length_3307_cov_16.5286_1	2	337	779787	384
NODE_4279_length_3307_cov_16.5286	NODE_4279_length_3307_cov_16.5286_1	2	337	3279856	1527
NODE_4279_length_3307_cov_16.5286	NODE_4279_length_3307_cov_16.5286_1	2	337	1459948	2535
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	4373500	1457
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	4373500	1457
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	57933	1837
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	57933	1837
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	75752	2173
NODE_4508_length_3206_cov_16.5211	NODE_4508_length_3206_cov_16.5211_2	476	1588	75752	2173
NODE_4523_length_3202_cov_3.19892	NODE_4523_length_3202_cov_3.19892_3	623	988	1748382	563
NODE_4523_length_3202_cov_3.19892	NODE_4523_length_3202_cov_3.19892_3	623	988	1748382	1127
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_2	627	854	819241	104
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_1	1	558	819241	104
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_2	627	854	2519588	553
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_1	1	558	2519588	553
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_2	627	854	1092115	1746
NODE_4691_length_3123_cov_4.41102	NODE_4691_length_3123_cov_4.41102_1	1	558	1092115	1746
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2524
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2524
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2524
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2524
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2562
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2562
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2562
NODE_4836_length_3067_cov_9.0664	NODE_4836_length_3067_cov_9.0664_3	1959	2843	5984993	2562
NODE_5097_length_2977_cov_38.7656	NODE_5097_length_2977_cov_38.7656_2	1833	2930	10623	1763
NODE_5097_length_2977_cov_38.7656	NODE_5097_length_2977_cov_38.7656_2	1833	2930	10623	1763
NODE_5097_length_2977_cov_38.7656	NODE_5097_length_2977_cov_38.7656_2	1833	2930	202913	2517
NODE_5097_length_2977_cov_38.7656	NODE_5097_length_2977_cov_38.7656_2	1833	2930	202913	2517
NODE_5278_length_2902_cov_5.42852	NODE_5278_length_2902_cov_5.42852_3	669	1802	5787316	1948
NODE_5278_length_2902_cov_5.42852	NODE_5278_length_2902_cov_5.42852_3	669	1802	5787316	1948
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	224759	1869
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	224759	1918
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	379249	1937
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	601580	2422
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	2146457	2492
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	224759	2593
NODE_5497_length_2826_cov_4.21581	NODE_5497_length_2826_cov_4.21581_3	770	1033	224759	2615
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	2519633	880
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	2519633	880
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	1495589	926
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	1495589	926
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	69136	2386
NODE_5591_length_2801_cov_13.8514	NODE_5591_length_2801_cov_13.8514_2	954	2105	69136	2386
NODE_5618_length_2792_cov_33.4308	NODE_5618_length_2792_cov_33.4308_3	2015	2782	202913	2300
NODE_5618_length_2792_cov_33.4308	NODE_5618_length_2792_cov_33.4308_3	2015	2782	202913	2300
NODE_6982_length_2427_cov_4.2032	NODE_6982_length_2427_cov_4.2032_1	3	602	6710027	838
NODE_7562_length_2317_cov_29.5579	NODE_7562_length_2317_cov_29.5579_2	154	915	762145	1261
NODE_7562_length_2317_cov_29.5579	NODE_7562_length_2317_cov_29.5579_2	154	915	762145	1470
NODE_8138_length_2213_cov_5.78221	NODE_8138_length_2213_cov_5.78221_1	123	872	657564	451
NODE_8138_length_2213_cov_5.78221	NODE_8138_length_2213_cov_5.78221_1	123	872	657564	451
NODE_8138_length_2213_cov_5.78221	NODE_8138_length_2213_cov_5.78221_1	123	872	724972	847
NODE_8138_length_2213_cov_5.78221	NODE_8138_length_2213_cov_5.78221_1	123	872	724972	847
NODE_8198_length_2200_cov_2.68065	NODE_8198_length_2200_cov_2.68065_2	1424	1702	199339	112
NODE_8198_length_2200_cov_2.68065	NODE_8198_length_2200_cov_2.68065_2	1424	1702	287655	1588
NODE_8420_length_2161_cov_2.95726	NODE_8420_length_2161_cov_2.95726_4	1805	2089	192083	1741
NODE_8420_length_2161_cov_2.95726	NODE_8420_length_2161_cov_2.95726_4	1805	2089	144384	1946
NODE_9028_length_2068_cov_20.0551	NODE_9028_length_2068_cov_20.0551_1	3	266	5787052	291
NODE_9267_length_2030_cov_3.0319	NODE_9267_length_2030_cov_3.0319_1	3	1001	2884519	1217
NODE_9267_length_2030_cov_3.0319	NODE_9267_length_2030_cov_3.0319_1	3	1001	1921556	1258
NODE_11164_length_1791_cov_2.38537	NODE_11164_length_1791_cov_2.38537_1	2	469	4926753	149
NODE_11164_length_1791_cov_2.38537	NODE_11164_length_1791_cov_2.38537_1	2	469	4926753	285
NODE_12265_length_1681_cov_6.20849	NODE_12265_length_1681_cov_6.20849_1	250	1191	5787447	1
NODE_12265_length_1681_cov_6.20849	NODE_12265_length_1681_cov_6.20849_1	250	1191	5787447	1
NODE_12405_length_1669_cov_22.8482	NODE_12405_length_1669_cov_22.8482_2	678	1655	3884674	1104
NODE_12405_length_1669_cov_22.8482	NODE_12405_length_1669_cov_22.8482_2	678	1655	3884674	1308
NODE_13226_length_1600_cov_23.8123	NODE_13226_length_1600_cov_23.8123_1	2	469	1306375	433
NODE_13226_length_1600_cov_23.8123	NODE_13226_length_1600_cov_23.8123_1	2	469	56177	502
NODE_13293_length_1595_cov_7.41753	NODE_13293_length_1595_cov_7.41753_1	17	1174	2282914	1067
NODE_13293_length_1595_cov_7.41753	NODE_13293_length_1595_cov_7.41753_1	17	1174	2282914	1067
NODE_14074_length_1532_cov_13.2011	NODE_14074_length_1532_cov_13.2011_1	168	1532	212253	1304
NODE_14074_length_1532_cov_13.2011	NODE_14074_length_1532_cov_13.2011_1	168	1532	212253	1304
NODE_16259_length_1385_cov_12.8496	NODE_16259_length_1385_cov_12.8496_2	480	1001	3279947	227
NODE_16563_length_1367_cov_4.33613	NODE_16563_length_1367_cov_4.33613_2	481	684	768169	1008
NODE_16671_length_1360_cov_3.23831	NODE_16671_length_1360_cov_3.23831_2	247	1359	3703255	865
NODE_16848_length_1350_cov_1.99768	NODE_16848_length_1350_cov_1.99768_2	1135	1350	1934448	788
NODE_17923_length_1293_cov_6.30129	NODE_17923_length_1293_cov_6.30129_2	380	1072	6710170	56
NODE_18206_length_1280_cov_19.7878	NODE_18206_length_1280_cov_19.7878_1	1	1278	1276783	1186
NODE_18349_length_1273_cov_5.49589	NODE_18349_length_1273_cov_5.49589_1	23	1078	2112511	639
NODE_18349_length_1273_cov_5.49589	NODE_18349_length_1273_cov_5.49589_1	23	1078	2112511	639
NODE_19180_length_1233_cov_3.32852	NODE_19180_length_1233_cov_3.32852_2	790	1233	1225388	1093
NODE_20020_length_1199_cov_11.2247	NODE_20020_length_1199_cov_11.2247_2	652	966	1459971	232
NODE_20248_length_1188_cov_47.6523	NODE_20248_length_1188_cov_47.6523_1	42	440	2121348	1066
NODE_24703_length_1026_cov_2.53347	NODE_24703_length_1026_cov_2.53347_1	3	1010	2112511	525
NODE_24703_length_1026_cov_2.53347	NODE_24703_length_1026_cov_2.53347_1	3	1010	2112511	525
NODE_26583_length_970_cov_2.77158	NODE_26583_length_970_cov_2.77158_1	11	922	4112517	54
