contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_657_length_6198_cov_16.6772	NODE_657_length_6198_cov_16.6772_3	2816	3313	49827	870
NODE_657_length_6198_cov_16.6772	NODE_657_length_6198_cov_16.6772_3	2816	3313	18737	5289
NODE_695_length_6003_cov_7.48167	NODE_695_length_6003_cov_7.48167_5	4042	5214	52031	5217
NODE_695_length_6003_cov_7.48167	NODE_695_length_6003_cov_7.48167_5	4042	5214	52031	5217
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	2264145	2946
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	2264145	2946
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	3886298	3634
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	3886298	3634
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	3438623	3689
NODE_879_length_5272_cov_6.83669	NODE_879_length_5272_cov_6.83669_3	2826	3752	3438623	3689
NODE_960_length_5000_cov_14.0435	NODE_960_length_5000_cov_14.0435_3	2867	3559	92266	4841
NODE_1006_length_4875_cov_34.9683	NODE_1006_length_4875_cov_34.9683_1	3	881	336055	272
NODE_1177_length_4435_cov_21.318	NODE_1177_length_4435_cov_21.318_1	3	248	50119	92
NODE_1177_length_4435_cov_21.318	NODE_1177_length_4435_cov_21.318_1	3	248	3886749	92
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_2	937	1836	394369	2288
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_4	2808	3398	394369	2288
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_2	937	1836	394369	2288
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_4	2808	3398	394369	2288
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_2	937	1836	394369	2428
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_4	2808	3398	394369	2428
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_2	937	1836	394369	2428
NODE_1840_length_3398_cov_4.06461	NODE_1840_length_3398_cov_4.06461_4	2808	3398	394369	2428
NODE_2121_length_3148_cov_40.419	NODE_2121_length_3148_cov_40.419_1	3	671	39367	340
NODE_2139_length_3139_cov_6.09468	NODE_2139_length_3139_cov_6.09468_1	935	1807	2184226	1770
NODE_2449_length_2925_cov_15.231	NODE_2449_length_2925_cov_15.231_1	3	512	186127	1010
NODE_2449_length_2925_cov_15.231	NODE_2449_length_2925_cov_15.231_1	3	512	186127	1010
NODE_2449_length_2925_cov_15.231	NODE_2449_length_2925_cov_15.231_1	3	512	2584712	2643
NODE_2449_length_2925_cov_15.231	NODE_2449_length_2925_cov_15.231_1	3	512	2584712	2643
NODE_2741_length_2745_cov_7.02937	NODE_2741_length_2745_cov_7.02937_2	2567	2743	290458	659
NODE_2952_length_2640_cov_46.2128	NODE_2952_length_2640_cov_46.2128_2	1161	2138	131577	255
NODE_2952_length_2640_cov_46.2128	NODE_2952_length_2640_cov_46.2128_2	1161	2138	28419	1449
NODE_3134_length_2547_cov_15.2131	NODE_3134_length_2547_cov_15.2131_2	357	2234	179693	57
NODE_3134_length_2547_cov_15.2131	NODE_3134_length_2547_cov_15.2131_2	357	2234	179693	146
NODE_3335_length_2474_cov_3.54361	NODE_3335_length_2474_cov_3.54361_3	2049	2474	47363	1908
NODE_3907_length_2280_cov_8.44989	NODE_3907_length_2280_cov_8.44989_1	480	1514	4499495	1844
NODE_3907_length_2280_cov_8.44989	NODE_3907_length_2280_cov_8.44989_1	480	1514	4499495	1844
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	279243	68
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	279243	68
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	279243	68
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	279243	68
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	279243	68
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	104756	303
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	104756	303
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	104756	303
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	104756	303
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	104756	303
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39532	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39532	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39532	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39532	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39532	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	2503558	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	2503558	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	2503558	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	2503558	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	2503558	955
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	186127	1021
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	186127	1021
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	186127	1021
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	186127	1021
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	186127	1021
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39425	2163
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39425	2163
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39425	2163
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39425	2163
NODE_3910_length_2278_cov_26.1849	NODE_3910_length_2278_cov_26.1849_2	1772	2278	39425	2163
NODE_3962_length_2263_cov_20.7609	NODE_3962_length_2263_cov_20.7609_1	3	179	106320	1122
NODE_3962_length_2263_cov_20.7609	NODE_3962_length_2263_cov_20.7609_1	3	179	84423	1870
NODE_3968_length_2261_cov_74.9637	NODE_3968_length_2261_cov_74.9637_1	281	1714	106113	924
NODE_4262_length_2177_cov_4.36475	NODE_4262_length_2177_cov_4.36475_3	1898	2176	2362426	1486
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_2	737	1606	1152185	1801
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_1	235	756	1152185	1801
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_1	235	756	1152185	1801
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_2	737	1606	1152185	1801
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_2	737	1606	1306687	2014
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_1	235	756	1306687	2014
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_1	235	756	1306687	2014
NODE_4335_length_2159_cov_5.6692	NODE_4335_length_2159_cov_5.6692_2	737	1606	1306687	2014
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	1383265	1448
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	1383265	1448
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	1383265	1448
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	614835	1807
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	614835	1807
NODE_4494_length_2111_cov_5.21839	NODE_4494_length_2111_cov_5.21839_1	196	1803	614835	1807
NODE_4524_length_2103_cov_12.5918	NODE_4524_length_2103_cov_12.5918_3	1310	2101	1200879	1978
NODE_4533_length_2101_cov_6.34848	NODE_4533_length_2101_cov_6.34848_4	1483	1653	4487352	1983
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	88853	769
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	88853	769
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	88853	769
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1178
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1178
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1178
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1355
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1355
NODE_4607_length_2082_cov_4.32264	NODE_4607_length_2082_cov_4.32264_2	698	1885	89012	1355
NODE_4767_length_2043_cov_9.67404	NODE_4767_length_2043_cov_9.67404_2	350	1660	206975	1640
NODE_4767_length_2043_cov_9.67404	NODE_4767_length_2043_cov_9.67404_2	350	1660	206975	1640
NODE_4767_length_2043_cov_9.67404	NODE_4767_length_2043_cov_9.67404_2	350	1660	206975	1640
NODE_4884_length_2020_cov_17.084	NODE_4884_length_2020_cov_17.084_1	8	982	847415	994
NODE_4884_length_2020_cov_17.084	NODE_4884_length_2020_cov_17.084_1	8	982	847415	994
NODE_4936_length_2009_cov_5.24002	NODE_4936_length_2009_cov_5.24002_2	1144	2007	6056499	1438
NODE_4936_length_2009_cov_5.24002	NODE_4936_length_2009_cov_5.24002_2	1144	2007	2584592	1552
NODE_5240_length_1952_cov_4.90248	NODE_5240_length_1952_cov_4.90248_3	1691	1951	80632	128
