contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_9_length_136393_cov_9.78448	NODE_9_length_136393_cov_9.78448_37	42459	42737	4580413	40649
NODE_9_length_136393_cov_9.78448	NODE_9_length_136393_cov_9.78448_39	44718	45398	128823	46468
NODE_22_length_92866_cov_4.3378	NODE_22_length_92866_cov_4.3378_69	77267	78508	708571	77273
NODE_68_length_55129_cov_8.53521	NODE_68_length_55129_cov_8.53521_1	2	1276	4565754	1160
NODE_68_length_55129_cov_8.53521	NODE_68_length_55129_cov_8.53521_6	3004	3261	4565754	1160
NODE_68_length_55129_cov_8.53521	NODE_68_length_55129_cov_8.53521_1	2	1276	4565754	1167
NODE_68_length_55129_cov_8.53521	NODE_68_length_55129_cov_8.53521_6	3004	3261	4565754	1167
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_33	32061	32534	2634071	31953
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_33	32061	32534	736880	32088
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_33	32061	32534	3922367	33811
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_36	35259	35513	3922367	33811
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_33	32061	32534	4581742	34444
NODE_153_length_35514_cov_22.1265	NODE_153_length_35514_cov_22.1265_36	35259	35513	4581742	34444
NODE_198_length_29327_cov_26.3268	NODE_198_length_29327_cov_26.3268_28	23383	23610	2633076	24337
NODE_198_length_29327_cov_26.3268	NODE_198_length_29327_cov_26.3268_28	23383	23610	3466248	25945
NODE_311_length_22736_cov_12.8967	NODE_311_length_22736_cov_12.8967_21	20345	20596	858501	19657
NODE_311_length_22736_cov_12.8967	NODE_311_length_22736_cov_12.8967_21	20345	20596	3922542	19756
NODE_311_length_22736_cov_12.8967	NODE_311_length_22736_cov_12.8967_21	20345	20596	3922542	20267
NODE_449_length_19138_cov_5.10994	NODE_449_length_19138_cov_5.10994_12	6501	7256	980326	6489
