contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_8_length_77479_cov_28.9258	NODE_8_length_77479_cov_28.9258_1	184	945	534042	1051
NODE_8_length_77479_cov_28.9258	NODE_8_length_77479_cov_28.9258_2	987	1361	534042	1051
NODE_8_length_77479_cov_28.9258	NODE_8_length_77479_cov_28.9258_1	184	945	534042	1156
NODE_8_length_77479_cov_28.9258	NODE_8_length_77479_cov_28.9258_2	987	1361	534042	1156
NODE_87_length_17366_cov_24.6592	NODE_87_length_17366_cov_24.6592_3	4381	5319	132688	4221
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	1693263	1473
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	1693263	1473
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	1693263	1771
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	1693263	1771
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	5068018	1877
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	5068018	1877
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	6368952	1891
NODE_223_length_9721_cov_3.14142	NODE_223_length_9721_cov_3.14142_3	2402	3619	6368952	1891
NODE_442_length_6355_cov_10.1484	NODE_442_length_6355_cov_10.1484_2	367	1128	488436	429
NODE_539_length_5573_cov_20.807	NODE_539_length_5573_cov_20.807_5	4543	5541	755591	2988
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	4118793	3227
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	4118793	3227
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	4118793	3227
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	6368954	3945
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	6368954	3945
NODE_559_length_5412_cov_12.3394	NODE_559_length_5412_cov_12.3394_3	1954	3240	6368954	3945
NODE_610_length_5122_cov_7.12433	NODE_610_length_5122_cov_7.12433_1	967	1965	3417260	2453
NODE_610_length_5122_cov_7.12433	NODE_610_length_5122_cov_7.12433_1	967	1965	1087966	3423
NODE_610_length_5122_cov_7.12433	NODE_610_length_5122_cov_7.12433_1	967	1965	48530	3476
NODE_667_length_4885_cov_2.64969	NODE_667_length_4885_cov_2.64969_2	1987	2595	1693228	4479
NODE_720_length_4624_cov_3.30838	NODE_720_length_4624_cov_3.30838_4	2953	3141	60602	1693
NODE_720_length_4624_cov_3.30838	NODE_720_length_4624_cov_3.30838_4	2953	3141	60602	1693
NODE_720_length_4624_cov_3.30838	NODE_720_length_4624_cov_3.30838_4	2953	3141	65281	2900
NODE_720_length_4624_cov_3.30838	NODE_720_length_4624_cov_3.30838_4	2953	3141	65281	2900
NODE_821_length_4256_cov_42.941	NODE_821_length_4256_cov_42.941_5	3826	4254	36764	3696
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	3967749	1650
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	3967749	1650
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	3967749	1650
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	3967749	1650
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	3967749	1650
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	112699	2756
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	112699	2756
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	112699	2756
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	112699	2756
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	112699	2756
NODE_936_length_3845_cov_28.9586	NODE_936_length_3845_cov_28.9586_3	3145	3843	756896	2819
