contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_14_length_62064_cov_16.3542	NODE_14_length_62064_cov_16.3542_37	26907	28205	4636365	27508
NODE_14_length_62064_cov_16.3542	NODE_14_length_62064_cov_16.3542_37	26907	28205	4636365	27508
NODE_57_length_34698_cov_17.6244	NODE_57_length_34698_cov_17.6244_29	25422	26459	104649	26536
NODE_73_length_30950_cov_16.2562	NODE_73_length_30950_cov_16.2562_28	30329	30949	4149579	30347
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	46041	17698
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	46041	18241
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	46041	18268
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	46041	18274
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	28320	18474
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	155979	19298
NODE_146_length_22840_cov_14.254	NODE_146_length_22840_cov_14.254_14	18241	19353	1541221	19790
NODE_210_length_19023_cov_18.4761	NODE_210_length_19023_cov_18.4761_12	11300	11848	199339	9960
NODE_210_length_19023_cov_18.4761	NODE_210_length_19023_cov_18.4761_12	11300	11848	199339	11038
NODE_210_length_19023_cov_18.4761	NODE_210_length_19023_cov_18.4761_12	11300	11848	644151	11313
NODE_210_length_19023_cov_18.4761	NODE_210_length_19023_cov_18.4761_12	11300	11848	199339	12191
NODE_210_length_19023_cov_18.4761	NODE_210_length_19023_cov_18.4761_12	11300	11848	4637277	12329
NODE_211_length_19020_cov_16.3581	NODE_211_length_19020_cov_16.3581_3	1907	2863	44869	217
NODE_211_length_19020_cov_16.3581	NODE_211_length_19020_cov_16.3581_3	1907	2863	44869	217
NODE_211_length_19020_cov_16.3581	NODE_211_length_19020_cov_16.3581_3	1907	2863	1165626	2822
NODE_211_length_19020_cov_16.3581	NODE_211_length_19020_cov_16.3581_3	1907	2863	1165626	2822
NODE_228_length_18448_cov_14.3768	NODE_228_length_18448_cov_14.3768_3	1139	1612	139276	1510
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	2296291	15211
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	2296291	15211
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	2296291	15211
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	2296291	15211
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	2296291	15211
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	323267	15586
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	323267	15586
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	323267	15586
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	323267	15586
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	323267	15586
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	110926	15772
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	110926	15772
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	110926	15772
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	110926	15772
NODE_344_length_15873_cov_18.9664	NODE_344_length_15873_cov_18.9664_16	15277	15873	110926	15772
NODE_594_length_12372_cov_10.3224	NODE_594_length_12372_cov_10.3224_12	11708	12370	63705	12190
NODE_636_length_11949_cov_20.8551	NODE_636_length_11949_cov_20.8551_9	11619	11948	2657679	11683
NODE_639_length_11940_cov_9.57829	NODE_639_length_11940_cov_9.57829_5	4063	4815	987424	3098
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	106067	7101
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	106067	7101
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	106067	7101
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	106067	7101
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	106067	7101
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	7951
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	7951
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	7951
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	7951
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	7951
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	8379
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	8379
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	8379
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	8379
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	4636160	8379
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	1541108	9155
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	1541108	9155
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	1541108	9155
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	1541108	9155
NODE_910_length_9850_cov_45.2743	NODE_910_length_9850_cov_45.2743_10	9383	9850	1541108	9155
NODE_934_length_9711_cov_15.2343	NODE_934_length_9711_cov_15.2343_4	2620	2910	1314596	3770
