contig	transposase_seq	transposase_start	transposase_end	itr_cluster	itr_position
NODE_3_length_353784_cov_15.9905	NODE_3_length_353784_cov_15.9905_280	312629	313192	891307	312627
NODE_5_length_286058_cov_12.4607	NODE_5_length_286058_cov_12.4607_102	117659	118501	1173727	119264
NODE_5_length_286058_cov_12.4607	NODE_5_length_286058_cov_12.4607_102	117659	118501	2465033	119702
NODE_13_length_230335_cov_9.9753	NODE_13_length_230335_cov_9.9753_183	188492	188854	692806	189961
NODE_19_length_201457_cov_8.73183	NODE_19_length_201457_cov_8.73183_108	119312	119788	5510865	118969
NODE_19_length_201457_cov_8.73183	NODE_19_length_201457_cov_8.73183_108	119312	119788	695713	119195
NODE_31_length_168857_cov_12.3521	NODE_31_length_168857_cov_12.3521_96	108496	112737	5511337	111222
NODE_37_length_157794_cov_11.7137	NODE_37_length_157794_cov_11.7137_119	116797	117444	6573958	116997
NODE_37_length_157794_cov_11.7137	NODE_37_length_157794_cov_11.7137_119	116797	117444	1429085	118546
NODE_64_length_125493_cov_11.7689	NODE_64_length_125493_cov_11.7689_43	60355	61551	432413	60321
NODE_66_length_120796_cov_8.55773	NODE_66_length_120796_cov_8.55773_1	3	449	4221704	315
NODE_82_length_114181_cov_12.4386	NODE_82_length_114181_cov_12.4386_34	36755	37870	113317	39261
NODE_82_length_114181_cov_12.4386	NODE_82_length_114181_cov_12.4386_34	36755	37870	371172	39303
NODE_87_length_111505_cov_7.16265	NODE_87_length_111505_cov_7.16265_1	3	404	1263903	341
NODE_130_length_88630_cov_9.7465	NODE_130_length_88630_cov_9.7465_17	19391	20326	2429246	17843
NODE_130_length_88630_cov_9.7465	NODE_130_length_88630_cov_9.7465_17	19391	20326	5393161	18624
NODE_139_length_86667_cov_15.0533	NODE_139_length_86667_cov_15.0533_13	14457	15404	1409671	15114
NODE_139_length_86667_cov_15.0533	NODE_139_length_86667_cov_15.0533_13	14457	15404	299215	15386
NODE_139_length_86667_cov_15.0533	NODE_139_length_86667_cov_15.0533_13	14457	15404	1031966	17095
NODE_139_length_86667_cov_15.0533	NODE_139_length_86667_cov_15.0533_46	69154	70068	127812	70890
NODE_139_length_86667_cov_15.0533	NODE_139_length_86667_cov_15.0533_55	81544	82458	5510259	80610
NODE_156_length_82481_cov_53.7378	NODE_156_length_82481_cov_53.7378_6	5298	6626	3131922	5435
NODE_156_length_82481_cov_53.7378	NODE_156_length_82481_cov_53.7378_6	5298	6626	3131922	5493
NODE_168_length_81027_cov_26.986	NODE_168_length_81027_cov_26.986_8	6725	7234	77851	7247
NODE_168_length_81027_cov_26.986	NODE_168_length_81027_cov_26.986_6	5658	6368	77851	7247
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	1043236	958
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	1043236	970
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	231473	1031
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	3750133	1262
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	97737	1898
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	299383	2073
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	566249	2106
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	299383	2140
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	299383	2155
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	436581	2308
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	96306	2357
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	168214	2423
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	1852948	3370
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	3724184	3566
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	6573528	3626
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	695474	3705
NODE_193_length_75418_cov_107.674	NODE_193_length_75418_cov_107.674_2	1194	2054	687158	3716
NODE_227_length_69346_cov_28.2679	NODE_227_length_69346_cov_28.2679_25	26402	27238	5021592	24837
NODE_243_length_67987_cov_13.3409	NODE_243_length_67987_cov_13.3409_9	8786	9088	3733324	7678
NODE_243_length_67987_cov_13.3409	NODE_243_length_67987_cov_13.3409_9	8786	9088	2464957	8416
NODE_243_length_67987_cov_13.3409	NODE_243_length_67987_cov_13.3409_9	8786	9088	2464957	8591
NODE_246_length_67879_cov_17.8915	NODE_246_length_67879_cov_17.8915_37	42062	43072	2152341	43910
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	5509322	45508
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	5509322	45508
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	5509546	45623
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	5509546	45623
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	1074858	45774
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	1074858	45774
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	800947	48087
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	800947	48087
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	172510	48937
NODE_283_length_63020_cov_123.694	NODE_283_length_63020_cov_123.694_46	46613	47872	172510	48937
NODE_318_length_58196_cov_8.97984	NODE_318_length_58196_cov_8.97984_26	20667	20996	1434789	21056
NODE_320_length_57633_cov_31.0252	NODE_320_length_57633_cov_31.0252_25	27666	28007	6573795	27324
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	1801923	25039
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	4202543	26472
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	586988	26515
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	6526352	26664
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	3044388	26800
NODE_355_length_54740_cov_18.421	NODE_355_length_54740_cov_18.421_23	27157	27564	6526352	27685
NODE_358_length_54095_cov_6.68274	NODE_358_length_54095_cov_6.68274_45	44199	44801	185878	45368
NODE_358_length_54095_cov_6.68274	NODE_358_length_54095_cov_6.68274_45	44199	44801	185878	45368
NODE_358_length_54095_cov_6.68274	NODE_358_length_54095_cov_6.68274_45	44199	44801	140463	45773
NODE_358_length_54095_cov_6.68274	NODE_358_length_54095_cov_6.68274_45	44199	44801	140463	45773
NODE_372_length_52990_cov_11.4746	NODE_372_length_52990_cov_11.4746_16	19113	19838	128177	20366
